"Population by Educational Attainment","Number"
"Beginners",""
"Female","348"
"Male","435"
"Graduate and Equivalent",""
"Female","18"
"Male","55"
"Intermediate and Equivalent",""
"Female","165"
"Male","187"
"Level not Stated",""
"Female","76"
"Male","39"
"Lower Secondary (Class 6-8)",""
"Female","1329"
"Male","1320"
"Non Formal Education",""
"Female","876"
"Male","487"
"Others",""
"Female","5"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","3634"
"Male","3831"
"Secondary Level (Class 9-10)",""
"Female","463"
"Male","531"
"SLC and Equivalent",""
"Female","386"
"Male","481"
