"Population by Educational Attainment","Number"
"Beginners",""
"Female","464"
"Male","557"
"","1021"
"Graduate and Equivalent",""
"Female","135"
"Male","230"
"","365"
"Intermediate and Equivalent",""
"Female","432"
"Male","545"
"","977"
"Level not Stated",""
"Female","12"
"Male","17"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","2312"
"Male","2919"
"","5231"
"Non Formal Education",""
"Female","288"
"Male","266"
"","554"
"Others",""
"Female","7"
"Male","7"
"","14"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","78"
"","100"
"Primary Education (1-5 Class)",""
"Female","4360"
"Male","5122"
"","9482"
"Secondary Level (Class 9-10)",""
"Female","1266"
"Male","1398"
"","2664"
"SLC and Equivalent",""
"Female","787"
"Male","975"
"","1762"
