"Population by Single Year of Age","Number"
"0",""
"Female","136"
"Male","117"
"1",""
"Female","112"
"Male","131"
"10",""
"Female","154"
"Male","143"
"11",""
"Female","141"
"Male","129"
"12",""
"Female","164"
"Male","167"
"13",""
"Female","140"
"Male","169"
"14",""
"Female","155"
"Male","117"
"15",""
"Female","140"
"Male","158"
"16",""
"Female","123"
"Male","122"
"17",""
"Female","140"
"Male","103"
"18",""
"Female","136"
"Male","95"
"19",""
"Female","105"
"Male","59"
"2",""
"Female","146"
"Male","133"
"20",""
"Female","101"
"Male","50"
"21",""
"Female","122"
"Male","55"
"22",""
"Female","124"
"Male","53"
"23",""
"Female","86"
"Male","36"
"24",""
"Female","112"
"Male","39"
"25",""
"Female","109"
"Male","54"
"26",""
"Female","93"
"Male","40"
"27",""
"Female","109"
"Male","44"
"28",""
"Female","90"
"Male","46"
"29",""
"Female","58"
"Male","32"
"3",""
"Female","133"
"Male","131"
"30",""
"Female","110"
"Male","44"
"31",""
"Female","64"
"Male","22"
"32",""
"Female","67"
"Male","37"
"33",""
"Female","49"
"Male","37"
"34",""
"Female","57"
"Male","32"
"35",""
"Female","91"
"Male","44"
"36",""
"Female","63"
"Male","33"
"37",""
"Female","66"
"Male","47"
"38",""
"Female","57"
"Male","40"
"39",""
"Female","55"
"Male","32"
"4",""
"Female","123"
"Male","139"
"40",""
"Female","109"
"Male","57"
"41",""
"Female","37"
"Male","31"
"42",""
"Female","58"
"Male","29"
"43",""
"Female","50"
"Male","20"
"44",""
"Female","37"
"Male","29"
"45",""
"Female","94"
"Male","48"
"46",""
"Female","39"
"Male","35"
"47",""
"Female","45"
"Male","39"
"48",""
"Female","52"
"Male","42"
"49",""
"Female","40"
"Male","27"
"5",""
"Female","147"
"Male","149"
"50",""
"Female","81"
"Male","67"
"51",""
"Female","40"
"Male","38"
"52",""
"Female","46"
"Male","50"
"53",""
"Female","27"
"Male","33"
"54",""
"Female","28"
"Male","33"
"55",""
"Female","75"
"Male","51"
"56",""
"Female","38"
"Male","31"
"57",""
"Female","41"
"Male","48"
"58",""
"Female","45"
"Male","39"
"59",""
"Female","43"
"Male","41"
"6",""
"Female","127"
"Male","119"
"60",""
"Female","75"
"Male","59"
"61",""
"Female","33"
"Male","29"
"62",""
"Female","35"
"Male","22"
"63",""
"Female","19"
"Male","17"
"64",""
"Female","27"
"Male","17"
"65",""
"Female","56"
"Male","40"
"66",""
"Female","18"
"Male","19"
"67",""
"Female","32"
"Male","24"
"68",""
"Female","19"
"Male","19"
"69",""
"Female","15"
"Male","14"
"7",""
"Female","151"
"Male","131"
"70",""
"Female","57"
"Male","40"
"71",""
"Female","10"
"Male","15"
"72",""
"Female","14"
"Male","18"
"73",""
"Female","11"
"Male","17"
"74",""
"Female","10"
"Male","18"
"75",""
"Female","28"
"Male","22"
"76",""
"Female","9"
"Male","14"
"77",""
"Female","12"
"Male","10"
"78",""
"Female","19"
"Male","18"
"79",""
"Female","8"
"Male","8"
"8",""
"Female","117"
"Male","148"
"80",""
"Female","10"
"Male","13"
"81",""
"Female","5"
"Male","3"
"82",""
"Female","5"
"Male","8"
"83",""
"Female","4"
"Male","11"
"84",""
"Female","11"
"Male","8"
"85",""
"Female","15"
"Male","20"
"9",""
"Female","127"
"Male","109"
