"Population by Single Year of Age","Number"
"0",""
"Female","124"
"Male","137"
"1",""
"Female","91"
"Male","104"
"10",""
"Female","220"
"Male","269"
"11",""
"Female","202"
"Male","172"
"12",""
"Female","246"
"Male","250"
"13",""
"Female","211"
"Male","221"
"14",""
"Female","262"
"Male","232"
"15",""
"Female","235"
"Male","208"
"16",""
"Female","240"
"Male","238"
"17",""
"Female","208"
"Male","183"
"18",""
"Female","242"
"Male","210"
"19",""
"Female","152"
"Male","151"
"2",""
"Female","125"
"Male","123"
"20",""
"Female","141"
"Male","123"
"21",""
"Female","146"
"Male","93"
"22",""
"Female","170"
"Male","96"
"23",""
"Female","131"
"Male","71"
"24",""
"Female","150"
"Male","90"
"25",""
"Female","154"
"Male","98"
"26",""
"Female","140"
"Male","85"
"27",""
"Female","113"
"Male","87"
"28",""
"Female","136"
"Male","97"
"29",""
"Female","98"
"Male","55"
"3",""
"Female","126"
"Male","133"
"30",""
"Female","158"
"Male","86"
"31",""
"Female","73"
"Male","48"
"32",""
"Female","114"
"Male","65"
"33",""
"Female","63"
"Male","57"
"34",""
"Female","63"
"Male","37"
"35",""
"Female","127"
"Male","91"
"36",""
"Female","89"
"Male","63"
"37",""
"Female","64"
"Male","60"
"38",""
"Female","96"
"Male","72"
"39",""
"Female","74"
"Male","41"
"4",""
"Female","149"
"Male","147"
"40",""
"Female","183"
"Male","106"
"41",""
"Female","66"
"Male","51"
"42",""
"Female","96"
"Male","79"
"43",""
"Female","80"
"Male","52"
"44",""
"Female","64"
"Male","55"
"45",""
"Female","134"
"Male","112"
"46",""
"Female","85"
"Male","62"
"47",""
"Female","65"
"Male","53"
"48",""
"Female","121"
"Male","84"
"49",""
"Female","61"
"Male","65"
"5",""
"Female","161"
"Male","152"
"50",""
"Female","132"
"Male","103"
"51",""
"Female","54"
"Male","73"
"52",""
"Female","71"
"Male","82"
"53",""
"Female","46"
"Male","53"
"54",""
"Female","45"
"Male","38"
"55",""
"Female","83"
"Male","82"
"56",""
"Female","51"
"Male","60"
"57",""
"Female","35"
"Male","53"
"58",""
"Female","57"
"Male","68"
"59",""
"Female","47"
"Male","35"
"6",""
"Female","171"
"Male","187"
"60",""
"Female","118"
"Male","71"
"61",""
"Female","43"
"Male","45"
"62",""
"Female","39"
"Male","45"
"63",""
"Female","46"
"Male","22"
"64",""
"Female","25"
"Male","18"
"65",""
"Female","86"
"Male","63"
"66",""
"Female","24"
"Male","38"
"67",""
"Female","34"
"Male","31"
"68",""
"Female","47"
"Male","57"
"69",""
"Female","14"
"Male","29"
"7",""
"Female","204"
"Male","166"
"70",""
"Female","74"
"Male","63"
"71",""
"Female","20"
"Male","29"
"72",""
"Female","31"
"Male","25"
"73",""
"Female","19"
"Male","23"
"74",""
"Female","18"
"Male","21"
"75",""
"Female","43"
"Male","29"
"76",""
"Female","22"
"Male","20"
"77",""
"Female","20"
"Male","17"
"78",""
"Female","29"
"Male","25"
"79",""
"Female","16"
"Male","12"
"8",""
"Female","208"
"Male","208"
"80",""
"Female","31"
"Male","23"
"81",""
"Female","5"
"Male","5"
"82",""
"Female","5"
"Male","11"
"83",""
"Female","8"
"Male","10"
"84",""
"Female","3"
"Male","7"
"85",""
"Female","40"
"Male","30"
"9",""
"Female","189"
"Male","194"
