"Population by Educational Attainment","Number"
"Beginners",""
"Female","205"
"Male","193"
"Graduate and Equivalent",""
"Female","37"
"Male","62"
"Intermediate and Equivalent",""
"Female","206"
"Male","279"
"Level not Stated",""
"Female","7"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","886"
"Male","1013"
"Non Formal Education",""
"Female","193"
"Male","158"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","36"
"Primary Education (1-5 Class)",""
"Female","1913"
"Male","2010"
"Secondary Level (Class 9-10)",""
"Female","518"
"Male","680"
"SLC and Equivalent",""
"Female","212"
"Male","306"
