"Population by Educational Attainment","Number"
"Beginners",""
"Female","367"
"Male","383"
"","750"
"Graduate and Equivalent",""
"Female","78"
"Male","264"
"","342"
"Intermediate and Equivalent",""
"Female","425"
"Male","695"
"","1120"
"Level not Stated",""
"Female","42"
"Male","49"
"","91"
"Lower Secondary (Class 6-8)",""
"Female","3156"
"Male","3608"
"","6764"
"Non Formal Education",""
"Female","257"
"Male","382"
"","639"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","67"
"","86"
"Primary Education (1-5 Class)",""
"Female","5871"
"Male","6922"
"","12793"
"Secondary Level (Class 9-10)",""
"Female","1692"
"Male","2202"
"","3894"
"SLC and Equivalent",""
"Female","1556"
"Male","2004"
"","3560"
