"Population by Single Year of Age","Number"
"0",""
"Female","324"
"Male","319"
"1",""
"Female","269"
"Male","289"
"10",""
"Female","588"
"Male","607"
"11",""
"Female","456"
"Male","464"
"12",""
"Female","695"
"Male","723"
"13",""
"Female","543"
"Male","543"
"14",""
"Female","735"
"Male","651"
"15",""
"Female","667"
"Male","595"
"16",""
"Female","760"
"Male","696"
"17",""
"Female","599"
"Male","529"
"18",""
"Female","813"
"Male","730"
"19",""
"Female","418"
"Male","306"
"2",""
"Female","370"
"Male","409"
"20",""
"Female","822"
"Male","674"
"21",""
"Female","388"
"Male","296"
"22",""
"Female","623"
"Male","527"
"23",""
"Female","425"
"Male","339"
"24",""
"Female","455"
"Male","391"
"25",""
"Female","681"
"Male","626"
"26",""
"Female","385"
"Male","375"
"27",""
"Female","333"
"Male","342"
"28",""
"Female","554"
"Male","445"
"29",""
"Female","196"
"Male","196"
"3",""
"Female","389"
"Male","406"
"30",""
"Female","705"
"Male","605"
"31",""
"Female","149"
"Male","167"
"32",""
"Female","421"
"Male","375"
"33",""
"Female","279"
"Male","201"
"34",""
"Female","277"
"Male","175"
"35",""
"Female","646"
"Male","784"
"36",""
"Female","224"
"Male","252"
"37",""
"Female","191"
"Male","195"
"38",""
"Female","391"
"Male","316"
"39",""
"Female","134"
"Male","150"
"4",""
"Female","455"
"Male","463"
"40",""
"Female","619"
"Male","619"
"41",""
"Female","99"
"Male","126"
"42",""
"Female","270"
"Male","253"
"43",""
"Female","230"
"Male","140"
"44",""
"Female","168"
"Male","106"
"45",""
"Female","479"
"Male","669"
"46",""
"Female","156"
"Male","161"
"47",""
"Female","106"
"Male","133"
"48",""
"Female","254"
"Male","186"
"49",""
"Female","74"
"Male","88"
"5",""
"Female","465"
"Male","530"
"50",""
"Female","396"
"Male","421"
"51",""
"Female","73"
"Male","95"
"52",""
"Female","126"
"Male","126"
"53",""
"Female","124"
"Male","68"
"54",""
"Female","109"
"Male","70"
"55",""
"Female","283"
"Male","403"
"56",""
"Female","83"
"Male","111"
"57",""
"Female","74"
"Male","80"
"58",""
"Female","174"
"Male","118"
"59",""
"Female","78"
"Male","51"
"6",""
"Female","434"
"Male","463"
"60",""
"Female","348"
"Male","413"
"61",""
"Female","67"
"Male","65"
"62",""
"Female","70"
"Male","67"
"63",""
"Female","93"
"Male","42"
"64",""
"Female","81"
"Male","51"
"65",""
"Female","234"
"Male","316"
"66",""
"Female","65"
"Male","65"
"67",""
"Female","52"
"Male","67"
"68",""
"Female","107"
"Male","115"
"69",""
"Female","43"
"Male","51"
"7",""
"Female","475"
"Male","475"
"70",""
"Female","207"
"Male","178"
"71",""
"Female","35"
"Male","38"
"72",""
"Female","85"
"Male","73"
"73",""
"Female","45"
"Male","28"
"74",""
"Female","29"
"Male","27"
"75",""
"Female","138"
"Male","126"
"76",""
"Female","20"
"Male","24"
"77",""
"Female","19"
"Male","23"
"78",""
"Female","18"
"Male","23"
"79",""
"Female","13"
"Male","11"
"8",""
"Female","476"
"Male","540"
"80",""
"Female","63"
"Male","45"
"81",""
"Female","7"
"Male","4"
"82",""
"Female","7"
"Male","14"
"83",""
"Female","6"
"Male","6"
"84",""
"Female","3"
"Male","6"
"85",""
"Female","50"
"Male","66"
"9",""
"Female","406"
"Male","354"
