"Population by Educational Attainment","Number"
"Beginners",""
"Female","157"
"Male","188"
"Graduate and Equivalent",""
"Female","36"
"Male","126"
"Intermediate and Equivalent",""
"Female","99"
"Male","295"
"Level not Stated",""
"Female","26"
"Male","31"
"Lower Secondary (Class 6-8)",""
"Female","552"
"Male","1144"
"Non Formal Education",""
"Female","57"
"Male","81"
"Others",""
"Female","6"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","1866"
"Male","2826"
"Secondary Level (Class 9-10)",""
"Female","242"
"Male","717"
"SLC and Equivalent",""
"Female","201"
"Male","418"
