"Population by Single Year of Age","Number"
"0",""
"Female","208"
"Male","240"
"1",""
"Female","199"
"Male","231"
"10",""
"Female","515"
"Male","560"
"11",""
"Female","237"
"Male","198"
"12",""
"Female","396"
"Male","444"
"13",""
"Female","174"
"Male","249"
"14",""
"Female","237"
"Male","300"
"15",""
"Female","224"
"Male","285"
"16",""
"Female","246"
"Male","306"
"17",""
"Female","135"
"Male","174"
"18",""
"Female","220"
"Male","331"
"19",""
"Female","88"
"Male","121"
"2",""
"Female","297"
"Male","318"
"20",""
"Female","255"
"Male","315"
"21",""
"Female","84"
"Male","93"
"22",""
"Female","170"
"Male","195"
"23",""
"Female","204"
"Male","128"
"24",""
"Female","131"
"Male","122"
"25",""
"Female","279"
"Male","396"
"26",""
"Female","106"
"Male","113"
"27",""
"Female","134"
"Male","117"
"28",""
"Female","268"
"Male","200"
"29",""
"Female","75"
"Male","77"
"3",""
"Female","320"
"Male","341"
"30",""
"Female","349"
"Male","442"
"31",""
"Female","59"
"Male","55"
"32",""
"Female","193"
"Male","178"
"33",""
"Female","193"
"Male","69"
"34",""
"Female","97"
"Male","64"
"35",""
"Female","280"
"Male","523"
"36",""
"Female","83"
"Male","80"
"37",""
"Female","87"
"Male","79"
"38",""
"Female","261"
"Male","134"
"39",""
"Female","47"
"Male","34"
"4",""
"Female","339"
"Male","318"
"40",""
"Female","298"
"Male","463"
"41",""
"Female","35"
"Male","36"
"42",""
"Female","109"
"Male","116"
"43",""
"Female","130"
"Male","50"
"44",""
"Female","33"
"Male","30"
"45",""
"Female","205"
"Male","414"
"46",""
"Female","48"
"Male","30"
"47",""
"Female","55"
"Male","59"
"48",""
"Female","162"
"Male","81"
"49",""
"Female","23"
"Male","13"
"5",""
"Female","437"
"Male","421"
"50",""
"Female","206"
"Male","319"
"51",""
"Female","27"
"Male","18"
"52",""
"Female","67"
"Male","62"
"53",""
"Female","58"
"Male","29"
"54",""
"Female","31"
"Male","18"
"55",""
"Female","176"
"Male","223"
"56",""
"Female","28"
"Male","35"
"57",""
"Female","40"
"Male","31"
"58",""
"Female","122"
"Male","54"
"59",""
"Female","15"
"Male","20"
"6",""
"Female","372"
"Male","414"
"60",""
"Female","204"
"Male","278"
"61",""
"Female","23"
"Male","38"
"62",""
"Female","47"
"Male","48"
"63",""
"Female","47"
"Male","17"
"64",""
"Female","19"
"Male","11"
"65",""
"Female","176"
"Male","172"
"66",""
"Female","24"
"Male","17"
"67",""
"Female","24"
"Male","13"
"68",""
"Female","57"
"Male","48"
"69",""
"Female","3"
"Male","19"
"7",""
"Female","349"
"Male","331"
"70",""
"Female","148"
"Male","153"
"71",""
"Female","15"
"Male","13"
"72",""
"Female","22"
"Male","27"
"73",""
"Female","15"
"Male","8"
"74",""
"Female","4"
"Male","9"
"75",""
"Female","59"
"Male","77"
"76",""
"Female","3"
"Male","6"
"77",""
"Female","4"
"Male","10"
"78",""
"Female","7"
"Male","7"
"79",""
"Female","2"
"Male","1"
"8",""
"Female","463"
"Male","507"
"80",""
"Female","33"
"Male","30"
"81",""
"Female","3"
"Male","2"
"83",""
"Female","1"
"Male","0"
"85",""
"Female","22"
"Male","23"
"9",""
"Female","246"
"Male","230"
