"Population by disability type","Number"
"Blind/low vision",""
"Female","17"
"Male","36"
"","53"
"Deaf/hard of hearing",""
"Female","26"
"Male","31"
"","57"
"Deaf-Blind",""
"Female","3"
"Male","3"
"","6"
"Intellectual disable",""
"Female","5"
"Male","5"
"","10"
"Mental disable",""
"Female","10"
"Male","6"
"","16"
"Multiple disable",""
"Female","11"
"Male","31"
"","42"
"No disability",""
"Female","8477"
"Male","7209"
"","15686"
"Physical",""
"Female","70"
"Male","115"
"","185"
"Speech problem",""
"Female","22"
"Male","20"
"","42"
