"Population by Educational Attainment","Number"
"Beginners",""
"Female","43"
"Male","68"
"","111"
"Graduate and Equivalent",""
"Female","22"
"Male","116"
"","138"
"Intermediate and Equivalent",""
"Female","99"
"Male","270"
"","369"
"Level not Stated",""
"Female","28"
"Male","27"
"","55"
"Lower Secondary (Class 6-8)",""
"Female","475"
"Male","1204"
"","1679"
"Non Formal Education",""
"Female","9"
"Male","12"
"","21"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","20"
"","20"
"Primary Education (1-5 Class)",""
"Female","1610"
"Male","2713"
"","4323"
"Secondary Level (Class 9-10)",""
"Female","129"
"Male","459"
"","588"
"SLC and Equivalent",""
"Female","172"
"Male","545"
"","717"
