"Population by disability type","Number"
"Blind/low vision",""
"Female","125"
"Male","118"
"","243"
"Deaf/hard of hearing",""
"Female","75"
"Male","79"
"","154"
"Deaf-Blind",""
"Female","12"
"Male","16"
"","28"
"Intellectual disable",""
"Female","7"
"Male","7"
"","14"
"Mental disable",""
"Female","22"
"Male","26"
"","48"
"Multiple disable",""
"Female","52"
"Male","53"
"","105"
"No disability",""
"Female","29069"
"Male","26480"
"","55549"
"Physical",""
"Female","161"
"Male","207"
"","368"
"Speech problem",""
"Female","61"
"Male","73"
"","134"
