"Population by Educational Attainment","Number"
"Beginners",""
"Female","438"
"Male","427"
"Graduate and Equivalent",""
"Female","73"
"Male","234"
"Intermediate and Equivalent",""
"Female","442"
"Male","630"
"Level not Stated",""
"Female","42"
"Male","56"
"Lower Secondary (Class 6-8)",""
"Female","1976"
"Male","2251"
"Non Formal Education",""
"Female","199"
"Male","298"
"Others",""
"Female","7"
"Male","23"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","68"
"Primary Education (1-5 Class)",""
"Female","4692"
"Male","5337"
"Secondary Level (Class 9-10)",""
"Female","867"
"Male","942"
"SLC and Equivalent",""
"Female","686"
"Male","1027"
