"Population by Educational Attainment","Number"
"Beginners",""
"Female","120"
"Male","106"
"","226"
"Graduate and Equivalent",""
"Female","30"
"Male","165"
"","195"
"Intermediate and Equivalent",""
"Female","76"
"Male","272"
"","348"
"Level not Stated",""
"Female","12"
"Male","19"
"","31"
"Lower Secondary (Class 6-8)",""
"Female","774"
"Male","1710"
"","2484"
"Non Formal Education",""
"Female","96"
"Male","253"
"","349"
"Others",""
"Female","5"
"Male","2"
"","7"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","47"
"","52"
"Primary Education (1-5 Class)",""
"Female","2377"
"Male","3407"
"","5784"
"Secondary Level (Class 9-10)",""
"Female","235"
"Male","770"
"","1005"
"SLC and Equivalent",""
"Female","155"
"Male","531"
"","686"
