"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","28"
"Male","34"
"","62"
"Baraee",""
"Female","61"
"Male","72"
"","133"
"Bin",""
"Female","30"
"Male","27"
"","57"
"Brahman - Hill",""
"Female","107"
"Male","96"
"","203"
"Brahman - Tarai",""
"Female","30"
"Male","35"
"","65"
"Chamar/ Harijan/ Ram",""
"Female","851"
"Male","903"
"","1754"
"Chhetri",""
"Female","24"
"Male","25"
"","49"
"Dhanuk",""
"Female","1420"
"Male","1568"
"","2988"
"Dhobi",""
"Female","65"
"Male","75"
"","140"
"Dom",""
"Female","28"
"Male","28"
"","56"
"Dusadh/ Pasawan/ Pasi",""
"Female","168"
"Male","196"
"","364"
"Gaderi/Bhedihar",""
"Female","60"
"Male","69"
"","129"
"Hajam/Thakur",""
"Female","93"
"Male","113"
"","206"
"Kalwar",""
"Female","74"
"Male","70"
"","144"
"Kanu",""
"Female","1150"
"Male","1336"
"","2486"
"Kathabaniyan",""
"Female","260"
"Male","300"
"","560"
"Kayastha",""
"Female","16"
"Male","13"
"","29"
"Koche",""
"Female","15"
"Male","18"
"","33"
"Koiri/Kushwaha",""
"Female","635"
"Male","657"
"","1292"
"Kumhar",""
"Female","19"
"Male","24"
"","43"
"Kurmi",""
"Female","1355"
"Male","1466"
"","2821"
"Lohar",""
"Female","82"
"Male","83"
"","165"
"Mali",""
"Female","8"
"Male","12"
"","20"
"Mallaha",""
"Female","131"
"Male","136"
"","267"
"Musahar",""
"Female","55"
"Male","52"
"","107"
"Musalman",""
"Female","1193"
"Male","1341"
"","2534"
"Newar",""
"Female","17"
"Male","16"
"","33"
"Nuniya",""
"Female","95"
"Male","99"
"","194"
"Others",""
"Female","21"
"Male","7"
"","28"
"Pahari",""
"Female","15"
"Male","11"
"","26"
"Rai",""
"Female","8"
"Male","9"
"","17"
"Rajbhar",""
"Female","39"
"Male","45"
"","84"
"Rajput",""
"Female","75"
"Male","82"
"","157"
"Sanyasi/Dasnami",""
"Female","27"
"Male","32"
"","59"
"Sarki",""
"Female","58"
"Male","62"
"","120"
"Sonar",""
"Female","510"
"Male","591"
"","1101"
"Tatma/Tatwa",""
"Female","181"
"Male","193"
"","374"
"Teli",""
"Female","438"
"Male","496"
"","934"
"Terai Others",""
"Female","8"
"Male","5"
"","13"
"Tharu",""
"Female","34"
"Male","31"
"","65"
"Undefined Others",""
"Female","35"
"Male","34"
"","69"
"Yadav",""
"Female","1287"
"Male","1383"
"","2670"
"Yakkha",""
"Female","67"
"Male","69"
"","136"
