"Population by Educational Attainment","Number"
"Beginners",""
"Female","41"
"Male","64"
"","105"
"Graduate and Equivalent",""
"Female","29"
"Male","169"
"","198"
"Intermediate and Equivalent",""
"Female","113"
"Male","303"
"","416"
"Level not Stated",""
"Female","52"
"Male","77"
"","129"
"Lower Secondary (Class 6-8)",""
"Female","795"
"Male","1266"
"","2061"
"Non Formal Education",""
"Female","60"
"Male","95"
"","155"
"Others",""
"Female","43"
"Male","28"
"","71"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","18"
"","24"
"Primary Education (1-5 Class)",""
"Female","2003"
"Male","2532"
"","4535"
"Secondary Level (Class 9-10)",""
"Female","400"
"Male","806"
"","1206"
"SLC and Equivalent",""
"Female","180"
"Male","552"
"","732"
