"Population by Educational Attainment","Number"
"Beginners",""
"Female","874"
"Male","1118"
"Graduate and Equivalent",""
"Female","271"
"Male","652"
"Intermediate and Equivalent",""
"Female","816"
"Male","1323"
"Level not Stated",""
"Female","123"
"Male","138"
"Lower Secondary (Class 6-8)",""
"Female","3108"
"Male","5239"
"Non Formal Education",""
"Female","279"
"Male","232"
"Others",""
"Female","30"
"Male","22"
"Post Graduate Equivalent and Above",""
"Female","55"
"Male","214"
"Primary Education (1-5 Class)",""
"Female","8383"
"Male","10469"
"Secondary Level (Class 9-10)",""
"Female","1390"
"Male","2934"
"SLC and Equivalent",""
"Female","1219"
"Male","1691"
