"Population by Educational Attainment","Number"
"Beginners",""
"Female","694"
"Male","760"
"Graduate and Equivalent",""
"Female","54"
"Male","172"
"Intermediate and Equivalent",""
"Female","365"
"Male","473"
"Level not Stated",""
"Female","14"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","3663"
"Male","3622"
"Non Formal Education",""
"Female","1157"
"Male","757"
"Others",""
"Female","7"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","52"
"Primary Education (1-5 Class)",""
"Female","5939"
"Male","6295"
"Secondary Level (Class 9-10)",""
"Female","1461"
"Male","1522"
"SLC and Equivalent",""
"Female","1019"
"Male","1239"
