"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","98"
"Male","87"
"Bote",""
"Female","6"
"Male","9"
"Brahman - Hill",""
"Female","2034"
"Male","1707"
"Brahman - Tarai",""
"Female","9"
"Male","9"
"Chhetri",""
"Female","5012"
"Male","3932"
"Damai/Dholi",""
"Female","530"
"Male","462"
"Dhobi",""
"Female","8"
"Male","5"
"Gaine",""
"Female","66"
"Male","49"
"Ghale",""
"Female","6"
"Male","5"
"Gurung",""
"Female","779"
"Male","596"
"Halwai",""
"Female","6"
"Male","8"
"Kalwar",""
"Female","10"
"Male","14"
"Kami",""
"Female","2447"
"Male","1966"
"Kumal",""
"Female","57"
"Male","56"
"Lohar",""
"Female","12"
"Male","11"
"Magar",""
"Female","1434"
"Male","1184"
"Majhi",""
"Female","15"
"Male","8"
"Musalman",""
"Female","143"
"Male","133"
"Newar",""
"Female","269"
"Male","216"
"Others",""
"Female","41"
"Male","30"
"Raji",""
"Female","164"
"Male","160"
"Sanyasi/Dasnami",""
"Female","220"
"Male","147"
"Sarki",""
"Female","385"
"Male","328"
"Tamang",""
"Female","329"
"Male","290"
"Teli",""
"Female","9"
"Male","7"
"Terai Others",""
"Female","13"
"Male","10"
"Thakuri",""
"Female","560"
"Male","436"
"Tharu",""
"Female","10254"
"Male","9618"
"Undefined Others",""
"Female","11"
"Male","7"
"Yadav",""
"Female","7"
"Male","13"
