"Population by Single Year of Age","Number"
"0",""
"Female","139"
"Male","136"
"1",""
"Female","130"
"Male","120"
"10",""
"Female","230"
"Male","220"
"11",""
"Female","219"
"Male","204"
"12",""
"Female","256"
"Male","266"
"13",""
"Female","247"
"Male","241"
"14",""
"Female","257"
"Male","223"
"15",""
"Female","220"
"Male","210"
"16",""
"Female","219"
"Male","203"
"17",""
"Female","232"
"Male","175"
"18",""
"Female","189"
"Male","212"
"19",""
"Female","167"
"Male","136"
"2",""
"Female","148"
"Male","129"
"20",""
"Female","150"
"Male","97"
"21",""
"Female","159"
"Male","87"
"22",""
"Female","178"
"Male","74"
"23",""
"Female","146"
"Male","55"
"24",""
"Female","136"
"Male","55"
"25",""
"Female","175"
"Male","66"
"26",""
"Female","130"
"Male","47"
"27",""
"Female","125"
"Male","49"
"28",""
"Female","152"
"Male","38"
"29",""
"Female","87"
"Male","31"
"3",""
"Female","139"
"Male","139"
"30",""
"Female","200"
"Male","54"
"31",""
"Female","75"
"Male","36"
"32",""
"Female","114"
"Male","54"
"33",""
"Female","74"
"Male","47"
"34",""
"Female","85"
"Male","42"
"35",""
"Female","199"
"Male","81"
"36",""
"Female","109"
"Male","44"
"37",""
"Female","81"
"Male","35"
"38",""
"Female","124"
"Male","56"
"39",""
"Female","62"
"Male","31"
"4",""
"Female","167"
"Male","176"
"40",""
"Female","211"
"Male","83"
"41",""
"Female","56"
"Male","38"
"42",""
"Female","90"
"Male","56"
"43",""
"Female","78"
"Male","46"
"44",""
"Female","67"
"Male","47"
"45",""
"Female","189"
"Male","91"
"46",""
"Female","74"
"Male","37"
"47",""
"Female","60"
"Male","48"
"48",""
"Female","94"
"Male","67"
"49",""
"Female","62"
"Male","52"
"5",""
"Female","162"
"Male","172"
"50",""
"Female","166"
"Male","118"
"51",""
"Female","65"
"Male","72"
"52",""
"Female","87"
"Male","54"
"53",""
"Female","66"
"Male","56"
"54",""
"Female","48"
"Male","42"
"55",""
"Female","122"
"Male","83"
"56",""
"Female","45"
"Male","68"
"57",""
"Female","59"
"Male","52"
"58",""
"Female","65"
"Male","53"
"59",""
"Female","54"
"Male","40"
"6",""
"Female","171"
"Male","193"
"60",""
"Female","131"
"Male","71"
"61",""
"Female","67"
"Male","45"
"62",""
"Female","73"
"Male","51"
"63",""
"Female","41"
"Male","59"
"64",""
"Female","42"
"Male","33"
"65",""
"Female","82"
"Male","73"
"66",""
"Female","30"
"Male","33"
"67",""
"Female","64"
"Male","51"
"68",""
"Female","51"
"Male","65"
"69",""
"Female","24"
"Male","46"
"7",""
"Female","187"
"Male","182"
"70",""
"Female","95"
"Male","67"
"71",""
"Female","27"
"Male","22"
"72",""
"Female","31"
"Male","41"
"73",""
"Female","34"
"Male","33"
"74",""
"Female","20"
"Male","31"
"75",""
"Female","54"
"Male","34"
"76",""
"Female","24"
"Male","28"
"77",""
"Female","15"
"Male","25"
"78",""
"Female","28"
"Male","35"
"79",""
"Female","15"
"Male","20"
"8",""
"Female","196"
"Male","198"
"80",""
"Female","35"
"Male","20"
"81",""
"Female","12"
"Male","17"
"82",""
"Female","16"
"Male","14"
"83",""
"Female","10"
"Male","14"
"84",""
"Female","12"
"Male","12"
"85",""
"Female","49"
"Male","43"
"9",""
"Female","151"
"Male","152"
