"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","6"
"Baraee",""
"Female","382"
"Male","397"
"Bin",""
"Female","686"
"Male","684"
"Brahman - Hill",""
"Female","33"
"Male","22"
"Brahman - Tarai",""
"Female","53"
"Male","52"
"Chamar/ Harijan/ Ram",""
"Female","584"
"Male","489"
"Chhantyal/Chhantel",""
"Female","9"
"Male","5"
"Chhetri",""
"Female","4"
"Male","7"
"Dhanuk",""
"Female","3805"
"Male","3505"
"Dhobi",""
"Female","290"
"Male","241"
"Dhunia",""
"Female","209"
"Male","168"
"Dom",""
"Female","15"
"Male","14"
"Dusadh/ Pasawan/ Pasi",""
"Female","57"
"Male","54"
"Gaderi/Bhedihar",""
"Female","19"
"Male","15"
"Hajam/Thakur",""
"Female","163"
"Male","186"
"Halwai",""
"Female","75"
"Male","65"
"Kalwar",""
"Female","613"
"Male","642"
"Kami",""
"Female","7"
"Male","4"
"Kanu",""
"Female","220"
"Male","208"
"Kathabaniyan",""
"Female","11"
"Male","11"
"Kayastha",""
"Female","25"
"Male","21"
"Kewat",""
"Female","21"
"Male","19"
"Khatwe",""
"Female","804"
"Male","811"
"Koiri/Kushwaha",""
"Female","1031"
"Male","988"
"Kumhar",""
"Female","22"
"Male","16"
"Kurmi",""
"Female","391"
"Male","368"
"Lohar",""
"Female","158"
"Male","148"
"Mali",""
"Female","27"
"Male","36"
"Mallaha",""
"Female","120"
"Male","98"
"Musahar",""
"Female","847"
"Male","803"
"Musalman",""
"Female","1711"
"Male","1588"
"Natuwa",""
"Female","14"
"Male","18"
"Newar",""
"Female","7"
"Male","5"
"Nuniya",""
"Female","133"
"Male","114"
"Others",""
"Female","28"
"Male","12"
"Punjabi/Sikh",""
"Female","9"
"Male","4"
"Sonar",""
"Female","30"
"Male","33"
"Sudhi",""
"Female","116"
"Male","120"
"Tatma/Tatwa",""
"Female","268"
"Male","287"
"Teli",""
"Female","583"
"Male","598"
"Terai Others",""
"Female","19"
"Male","19"
"Tharu",""
"Female","18"
"Male","19"
"Undefined Others",""
"Female","13"
"Male","11"
"Yadav",""
"Female","2006"
"Male","1856"
