"Population by Educational Attainment","Number"
"Beginners",""
"Female","210"
"Male","280"
"Graduate and Equivalent",""
"Female","20"
"Male","126"
"Intermediate and Equivalent",""
"Female","98"
"Male","290"
"Level not Stated",""
"Female","33"
"Male","39"
"Lower Secondary (Class 6-8)",""
"Female","708"
"Male","1272"
"Non Formal Education",""
"Female","19"
"Male","25"
"Others",""
"Female","8"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","2616"
"Male","3351"
"Secondary Level (Class 9-10)",""
"Female","201"
"Male","519"
"SLC and Equivalent",""
"Female","190"
"Male","535"
