"Population by Mother tongue","Number"
"Assami",""
"Female","8"
"Male","9"
"Avadhi",""
"Female","19"
"Male","23"
"Bahing",""
"Female","28"
"Male","20"
"Bangla",""
"Female","2630"
"Male","2826"
"Bantawa",""
"Female","1812"
"Male","1503"
"Bhojpuri",""
"Female","1408"
"Male","1533"
"Bhujel",""
"Female","311"
"Male","243"
"Bote",""
"Female","18"
"Male","13"
"Chamling",""
"Female","822"
"Male","727"
"Danuwar",""
"Female","722"
"Male","676"
"Dhimal",""
"Female","4302"
"Male","3796"
"Doteli",""
"Female","103"
"Male","96"
"Dumi",""
"Female","65"
"Male","50"
"Dungmali",""
"Female","116"
"Male","86"
"English",""
"Female","4"
"Male","8"
"Ganagai",""
"Female","468"
"Male","478"
"Ghale",""
"Female","8"
"Male","10"
"Gurung",""
"Female","2578"
"Male","2141"
"Hariyanwi",""
"Female","243"
"Male","244"
"Hindi",""
"Female","1354"
"Male","1584"
"Kagate",""
"Female","39"
"Male","37"
"Khaling",""
"Female","117"
"Male","88"
"Khariya",""
"Female","53"
"Male","57"
"Khash",""
"Female","146"
"Male","120"
"Kisan",""
"Female","595"
"Male","563"
"Koche",""
"Female","70"
"Male","71"
"Koyee",""
"Female","18"
"Male","14"
"Kulung",""
"Female","363"
"Male","299"
"Kumal",""
"Female","245"
"Male","261"
"Kurmali",""
"Female","107"
"Male","107"
"Lapcha",""
"Female","29"
"Male","39"
"Limbu",""
"Female","24582"
"Male","20747"
"Lohorung",""
"Female","22"
"Male","19"
"Magahi",""
"Female","89"
"Male","87"
"Magar",""
"Female","5365"
"Male","4732"
"Maithili",""
"Female","21893"
"Male","22908"
"Majhi",""
"Female","598"
"Male","546"
"Malpande",""
"Female","70"
"Male","93"
"Meche",""
"Female","2000"
"Male","1713"
"Mewahang",""
"Female","6"
"Male","6"
"Musalman",""
"Female","195"
"Male","187"
"Nachhiring",""
"Female","81"
"Male","62"
"Nepali",""
"Female","241504"
"Male","208746"
"Newar",""
"Female","6238"
"Male","5677"
"Not Reported",""
"Female","1412"
"Male","1273"
"Others",""
"Female","1702"
"Male","1422"
"Puma",""
"Female","25"
"Male","26"
"Rai",""
"Female","11091"
"Male","9404"
"Rajbanshi",""
"Female","42953"
"Male","40229"
"Rajsthani",""
"Female","1604"
"Male","1746"
"Sadhani",""
"Female","7"
"Male","5"
"Sampang",""
"Female","181"
"Male","180"
"Sanskrit",""
"Female","49"
"Male","44"
"Santhali",""
"Female","14911"
"Male","14519"
"Sherpa",""
"Female","537"
"Male","488"
"Sign Language",""
"Female","66"
"Male","57"
"Sindhi",""
"Female","26"
"Male","20"
"Sunuwar",""
"Female","789"
"Male","720"
"Tajpuriya",""
"Female","6231"
"Male","5788"
"Tamang",""
"Female","9125"
"Male","7974"
"Thami",""
"Female","72"
"Male","58"
"Tharu",""
"Female","3381"
"Male","3164"
"Thulung",""
"Female","200"
"Male","187"
"Uranw/Urau",""
"Female","633"
"Male","627"
"Urdu",""
"Female","10144"
"Male","9628"
"Wambule",""
"Female","22"
"Male","15"
"Yakkha",""
"Female","218"
"Male","206"
"Yamphu/Yamphe",""
"Female","43"
"Male","43"
