"Population by Educational Attainment","Number"
"Beginners",""
"Female","8568"
"Male","9924"
"Graduate and Equivalent",""
"Female","4370"
"Male","9038"
"Intermediate and Equivalent",""
"Female","14894"
"Male","18505"
"Level not Stated",""
"Female","717"
"Male","791"
"Lower Secondary (Class 6-8)",""
"Female","61725"
"Male","60617"
"Non Formal Education",""
"Female","11975"
"Male","13559"
"Others",""
"Female","41"
"Male","52"
"Post Graduate Equivalent and Above",""
"Female","749"
"Male","2726"
"Primary Education (1-5 Class)",""
"Female","87836"
"Male","95002"
"Secondary Level (Class 9-10)",""
"Female","46509"
"Male","42369"
"SLC and Equivalent",""
"Female","35093"
"Male","34448"
