"Population by Educational Attainment","Number"
"Beginners",""
"Female","246"
"Male","251"
"","497"
"Graduate and Equivalent",""
"Female","6"
"Male","47"
"","53"
"Intermediate and Equivalent",""
"Female","79"
"Male","231"
"","310"
"Level not Stated",""
"Female","5"
"Male","6"
"","11"
"Lower Secondary (Class 6-8)",""
"Female","584"
"Male","1123"
"","1707"
"Non Formal Education",""
"Female","187"
"Male","166"
"","353"
"Others",""
"Female","2"
"Male","9"
"","11"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"","5"
"Primary Education (1-5 Class)",""
"Female","1891"
"Male","2269"
"","4160"
"Secondary Level (Class 9-10)",""
"Female","207"
"Male","483"
"","690"
"SLC and Equivalent",""
"Female","124"
"Male","362"
"","486"
