"Population by Educational Attainment","Number"
"Beginners",""
"Female","653"
"Male","786"
"","1439"
"Graduate and Equivalent",""
"Female","175"
"Male","338"
"","513"
"Intermediate and Equivalent",""
"Female","785"
"Male","794"
"","1579"
"Level not Stated",""
"Female","25"
"Male","18"
"","43"
"Lower Secondary (Class 6-8)",""
"Female","2592"
"Male","2152"
"","4744"
"Non Formal Education",""
"Female","768"
"Male","643"
"","1411"
"Others",""
"Female","0"
"Male","5"
"","5"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","164"
"","187"
"Primary Education (1-5 Class)",""
"Female","3711"
"Male","3599"
"","7310"
"Secondary Level (Class 9-10)",""
"Female","1614"
"Male","1248"
"","2862"
"SLC and Equivalent",""
"Female","1910"
"Male","1579"
"","3489"
