"Population by Caste Ethinicity","Number"
"Badi",""
"Female","109"
"Male","85"
"","194"
"Brahman - Hill",""
"Female","5399"
"Male","4541"
"","9940"
"Chhantyal/Chhantel",""
"Female","19"
"Male","7"
"","26"
"Chhetri",""
"Female","4885"
"Male","3654"
"","8539"
"Damai/Dholi",""
"Female","410"
"Male","352"
"","762"
"Gharti/Bhujel",""
"Female","18"
"Male","20"
"","38"
"Gurung",""
"Female","187"
"Male","138"
"","325"
"Kami",""
"Female","2056"
"Male","1609"
"","3665"
"Kumal",""
"Female","93"
"Male","98"
"","191"
"Magar",""
"Female","3686"
"Male","2732"
"","6418"
"Musalman",""
"Female","58"
"Male","95"
"","153"
"Newar",""
"Female","374"
"Male","342"
"","716"
"Others",""
"Female","32"
"Male","39"
"","71"
"Sanyasi/Dasnami",""
"Female","216"
"Male","161"
"","377"
"Sarki",""
"Female","489"
"Male","344"
"","833"
"Tamang",""
"Female","22"
"Male","14"
"","36"
"Terai Others",""
"Female","15"
"Male","11"
"","26"
"Thakali",""
"Female","17"
"Male","12"
"","29"
"Thakuri",""
"Female","88"
"Male","66"
"","154"
"Tharu",""
"Female","15"
"Male","27"
"","42"
"Undefined Others",""
"Female","6"
"Male","7"
"","13"
