"Population by Caste/Ethinicity","Number"
"Bote",""
"Female","15"
"Male","15"
"Brahman - Hill",""
"Female","581"
"Male","482"
"Chhetri",""
"Female","5121"
"Male","4180"
"Damai/Dholi",""
"Female","508"
"Male","391"
"Gaine",""
"Female","10"
"Male","13"
"Gharti/Bhujel",""
"Female","49"
"Male","30"
"Gurung",""
"Female","22"
"Male","16"
"Kami",""
"Female","2151"
"Male","1686"
"Kathabaniyan",""
"Female","4"
"Male","8"
"Magar",""
"Female","5167"
"Male","4450"
"Musalman",""
"Female","71"
"Male","82"
"Newar",""
"Female","76"
"Male","72"
"Others",""
"Female","19"
"Male","19"
"Rai",""
"Female","16"
"Male","12"
"Sanyasi/Dasnami",""
"Female","908"
"Male","652"
"Sarki",""
"Female","262"
"Male","206"
"Terai Others",""
"Female","7"
"Male","7"
"Thakuri",""
"Female","509"
"Male","377"
"Tharu",""
"Female","2"
"Male","17"
