"Population by Caste Ethinicity","Number"
"Badi",""
"Female","69"
"Male","48"
"","117"
"Brahman - Hill",""
"Female","4792"
"Male","4150"
"","8942"
"Chhantyal/Chhantel",""
"Female","2130"
"Male","1767"
"","3897"
"Chhetri",""
"Female","10685"
"Male","8412"
"","19097"
"Dalit Others",""
"Female","82"
"Male","72"
"","154"
"Damai/Dholi",""
"Female","3733"
"Male","2787"
"","6520"
"Gaine",""
"Female","4"
"Male","8"
"","12"
"Gharti/Bhujel",""
"Female","14"
"Male","13"
"","27"
"Gurung",""
"Female","578"
"Male","487"
"","1065"
"Hajam/Thakur",""
"Female","1"
"Male","12"
"","13"
"Halwai",""
"Female","14"
"Male","16"
"","30"
"Kami",""
"Female","9635"
"Male","7669"
"","17304"
"Kisan",""
"Female","358"
"Male","258"
"","616"
"Koiri/Kushwaha",""
"Female","8"
"Male","25"
"","33"
"Limbu",""
"Female","7"
"Male","7"
"","14"
"Magar",""
"Female","24726"
"Male","19710"
"","44436"
"Majhi",""
"Female","4"
"Male","12"
"","16"
"Musalman",""
"Female","65"
"Male","100"
"","165"
"Newar",""
"Female","806"
"Male","700"
"","1506"
"Others",""
"Female","151"
"Male","220"
"","371"
"Pattharkatta/ Kushwadiya",""
"Female","7"
"Male","9"
"","16"
"Rai",""
"Female","55"
"Male","47"
"","102"
"Sanyasi/Dasnami",""
"Female","143"
"Male","91"
"","234"
"Sarki",""
"Female","2028"
"Male","1737"
"","3765"
"Sherpa",""
"Female","11"
"Male","16"
"","27"
"Tamang",""
"Female","78"
"Male","129"
"","207"
"Teli",""
"Female","16"
"Male","32"
"","48"
"Terai Others",""
"Female","21"
"Male","19"
"","40"
"Thakali",""
"Female","540"
"Male","449"
"","989"
"Thakuri",""
"Female","1267"
"Male","996"
"","2263"
"Tharu",""
"Female","15"
"Male","36"
"","51"
