"Population by Educational Attainment","Number"
"Beginners",""
"Female","1611"
"Male","1767"
"","3378"
"Graduate and Equivalent",""
"Female","196"
"Male","595"
"","791"
"Intermediate and Equivalent",""
"Female","1177"
"Male","1277"
"","2454"
"Level not Stated",""
"Female","72"
"Male","76"
"","148"
"Lower Secondary (Class 6-8)",""
"Female","8014"
"Male","7459"
"","15473"
"Non Formal Education",""
"Female","3141"
"Male","1507"
"","4648"
"Others",""
"Female","13"
"Male","14"
"","27"
"Post Graduate Equivalent and Above",""
"Female","45"
"Male","210"
"","255"
"Primary Education (1-5 Class)",""
"Female","16001"
"Male","16241"
"","32242"
"Secondary Level (Class 9-10)",""
"Female","3601"
"Male","3719"
"","7320"
"SLC and Equivalent",""
"Female","3106"
"Male","3428"
"","6534"
