"Population by Educational Attainment","Number"
"Beginners",""
"Female","4707"
"Male","4945"
"","9652"
"Graduate and Equivalent",""
"Female","170"
"Male","1111"
"","1281"
"Intermediate and Equivalent",""
"Female","1533"
"Male","3868"
"","5401"
"Level not Stated",""
"Female","253"
"Male","308"
"","561"
"Lower Secondary (Class 6-8)",""
"Female","9215"
"Male","13903"
"","23118"
"Non Formal Education",""
"Female","3310"
"Male","3086"
"","6396"
"Others",""
"Female","44"
"Male","62"
"","106"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","251"
"","271"
"Primary Education (1-5 Class)",""
"Female","29840"
"Male","34383"
"","64223"
"Secondary Level (Class 9-10)",""
"Female","3917"
"Male","7517"
"","11434"
"SLC and Equivalent",""
"Female","1989"
"Male","4850"
"","6839"
