"Population by Educational Attainment","Number"
"Beginners",""
"Female","369"
"Male","394"
"","763"
"Graduate and Equivalent",""
"Female","21"
"Male","68"
"","89"
"Intermediate and Equivalent",""
"Female","235"
"Male","269"
"","504"
"Level not Stated",""
"Female","19"
"Male","50"
"","69"
"Lower Secondary (Class 6-8)",""
"Female","1355"
"Male","1479"
"","2834"
"Non Formal Education",""
"Female","371"
"Male","447"
"","818"
"Others",""
"Female","2"
"Male","7"
"","9"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","32"
"","37"
"Primary Education (1-5 Class)",""
"Female","3050"
"Male","3190"
"","6240"
"Secondary Level (Class 9-10)",""
"Female","622"
"Male","820"
"","1442"
"SLC and Equivalent",""
"Female","646"
"Male","813"
"","1459"
