"Population by Single Year of Age","Number"
"0",""
"Female","148"
"Male","130"
"1",""
"Female","116"
"Male","127"
"10",""
"Female","208"
"Male","207"
"11",""
"Female","153"
"Male","167"
"12",""
"Female","223"
"Male","267"
"13",""
"Female","213"
"Male","197"
"14",""
"Female","209"
"Male","201"
"15",""
"Female","220"
"Male","223"
"16",""
"Female","223"
"Male","217"
"17",""
"Female","184"
"Male","161"
"18",""
"Female","247"
"Male","192"
"19",""
"Female","135"
"Male","105"
"2",""
"Female","138"
"Male","164"
"20",""
"Female","186"
"Male","100"
"21",""
"Female","138"
"Male","83"
"22",""
"Female","144"
"Male","93"
"23",""
"Female","114"
"Male","67"
"24",""
"Female","112"
"Male","73"
"25",""
"Female","158"
"Male","83"
"26",""
"Female","108"
"Male","46"
"27",""
"Female","86"
"Male","60"
"28",""
"Female","150"
"Male","84"
"29",""
"Female","63"
"Male","27"
"3",""
"Female","138"
"Male","129"
"30",""
"Female","192"
"Male","102"
"31",""
"Female","64"
"Male","39"
"32",""
"Female","93"
"Male","63"
"33",""
"Female","59"
"Male","49"
"34",""
"Female","77"
"Male","49"
"35",""
"Female","185"
"Male","85"
"36",""
"Female","86"
"Male","48"
"37",""
"Female","61"
"Male","33"
"38",""
"Female","86"
"Male","72"
"39",""
"Female","48"
"Male","36"
"4",""
"Female","143"
"Male","146"
"40",""
"Female","211"
"Male","112"
"41",""
"Female","72"
"Male","42"
"42",""
"Female","89"
"Male","63"
"43",""
"Female","52"
"Male","33"
"44",""
"Female","67"
"Male","40"
"45",""
"Female","158"
"Male","130"
"46",""
"Female","67"
"Male","50"
"47",""
"Female","47"
"Male","42"
"48",""
"Female","92"
"Male","77"
"49",""
"Female","62"
"Male","50"
"5",""
"Female","167"
"Male","159"
"50",""
"Female","182"
"Male","159"
"51",""
"Female","57"
"Male","64"
"52",""
"Female","82"
"Male","89"
"53",""
"Female","56"
"Male","41"
"54",""
"Female","43"
"Male","44"
"55",""
"Female","110"
"Male","91"
"56",""
"Female","62"
"Male","54"
"57",""
"Female","32"
"Male","50"
"58",""
"Female","82"
"Male","69"
"59",""
"Female","58"
"Male","44"
"6",""
"Female","140"
"Male","149"
"60",""
"Female","170"
"Male","124"
"61",""
"Female","43"
"Male","40"
"62",""
"Female","59"
"Male","49"
"63",""
"Female","46"
"Male","38"
"64",""
"Female","42"
"Male","31"
"65",""
"Female","88"
"Male","80"
"66",""
"Female","36"
"Male","41"
"67",""
"Female","25"
"Male","32"
"68",""
"Female","50"
"Male","54"
"69",""
"Female","14"
"Male","30"
"7",""
"Female","156"
"Male","168"
"70",""
"Female","87"
"Male","83"
"71",""
"Female","21"
"Male","33"
"72",""
"Female","29"
"Male","52"
"73",""
"Female","21"
"Male","30"
"74",""
"Female","22"
"Male","24"
"75",""
"Female","51"
"Male","60"
"76",""
"Female","24"
"Male","23"
"77",""
"Female","16"
"Male","20"
"78",""
"Female","23"
"Male","32"
"79",""
"Female","12"
"Male","23"
"8",""
"Female","172"
"Male","194"
"80",""
"Female","35"
"Male","43"
"81",""
"Female","13"
"Male","15"
"82",""
"Female","24"
"Male","20"
"83",""
"Female","23"
"Male","19"
"84",""
"Female","13"
"Male","15"
"85",""
"Female","60"
"Male","54"
"9",""
"Female","166"
"Male","161"
