"Population by Mother tongue","Number"
"Achhami",""
"Female","2"
"Male","9"
"","11"
"Avadhi",""
"Female","53"
"Male","102"
"","155"
"Bahing",""
"Female","22"
"Male","26"
"","48"
"Baitadeli",""
"Female","7"
"Male","7"
"","14"
"Bajjika",""
"Female","19"
"Male","62"
"","81"
"Bangla",""
"Female","93"
"Male","230"
"","323"
"Bantawa",""
"Female","203"
"Male","200"
"","403"
"Bhojpuri",""
"Female","1209"
"Male","2916"
"","4125"
"Bhujel",""
"Female","4"
"Male","7"
"","11"
"Chamling",""
"Female","209"
"Male","146"
"","355"
"Chepang",""
"Female","15"
"Male","20"
"","35"
"Chinese",""
"Female","7"
"Male","11"
"","18"
"Danuwar",""
"Female","34"
"Male","55"
"","89"
"Darai",""
"Female","8"
"Male","6"
"","14"
"Dhimal",""
"Female","16"
"Male","13"
"","29"
"Doteli",""
"Female","70"
"Male","150"
"","220"
"Dungmali",""
"Female","12"
"Male","12"
"","24"
"Dura",""
"Female","7"
"Male","8"
"","15"
"English",""
"Female","166"
"Male","191"
"","357"
"French",""
"Female","10"
"Male","8"
"","18"
"Ghale",""
"Female","34"
"Male","28"
"","62"
"Gurung",""
"Female","1291"
"Male","1211"
"","2502"
"Hindi",""
"Female","736"
"Male","1482"
"","2218"
"Jirel",""
"Female","25"
"Male","25"
"","50"
"Khaling",""
"Female","19"
"Male","16"
"","35"
"Kham",""
"Female","65"
"Male","50"
"","115"
"Kulung",""
"Female","18"
"Male","20"
"","38"
"Kumal",""
"Female","4"
"Male","10"
"","14"
"Lapcha",""
"Female","11"
"Male","9"
"","20"
"Lhomi",""
"Female","18"
"Male","16"
"","34"
"Limbu",""
"Female","1129"
"Male","1052"
"","2181"
"Magar",""
"Female","2340"
"Male","2474"
"","4814"
"Maithili",""
"Female","3285"
"Male","6269"
"","9554"
"Majhi",""
"Female","62"
"Male","87"
"","149"
"Mizo",""
"Female","10"
"Male","10"
"","20"
"Nachhiring",""
"Female","20"
"Male","14"
"","34"
"Nepali",""
"Female","63288"
"Male","64778"
"","128066"
"Newar",""
"Female","50706"
"Male","49631"
"","100337"
"Not Reported",""
"Female","110"
"Male","145"
"","255"
"Oriya",""
"Female","16"
"Male","22"
"","38"
"Others",""
"Female","536"
"Male","494"
"","1030"
"Pahari",""
"Female","6"
"Male","7"
"","13"
"Puma",""
"Female","17"
"Male","7"
"","24"
"Punjabi",""
"Female","51"
"Male","66"
"","117"
"Rai",""
"Female","1974"
"Male","1801"
"","3775"
"Rajbanshi",""
"Female","36"
"Male","55"
"","91"
"Rajsthani",""
"Female","116"
"Male","115"
"","231"
"Sampang",""
"Female","34"
"Male","37"
"","71"
"Santhali",""
"Female","7"
"Male","7"
"","14"
"Sherpa",""
"Female","263"
"Male","215"
"","478"
"Sign Language",""
"Female","6"
"Male","7"
"","13"
"Sunuwar",""
"Female","265"
"Male","266"
"","531"
"Tamang",""
"Female","8572"
"Male","8982"
"","17554"
"Thakali",""
"Female","69"
"Male","50"
"","119"
"Thami",""
"Female","20"
"Male","31"
"","51"
"Tharu",""
"Female","1007"
"Male","1459"
"","2466"
"Thulung",""
"Female","55"
"Male","64"
"","119"
"Tibetan",""
"Female","319"
"Male","265"
"","584"
"Uranw/Urau",""
"Female","10"
"Male","11"
"","21"
"Urdu",""
"Female","183"
"Male","383"
"","566"
"Wambule",""
"Female","40"
"Male","31"
"","71"
"Yakkha",""
"Female","59"
"Male","43"
"","102"
