"Population by Educational Attainment","Number"
"Beginners",""
"Female","3066"
"Male","3454"
"","6520"
"Graduate and Equivalent",""
"Female","9901"
"Male","14450"
"","24351"
"Intermediate and Equivalent",""
"Female","16966"
"Male","20368"
"","37334"
"Level not Stated",""
"Female","356"
"Male","292"
"","648"
"Lower Secondary (Class 6-8)",""
"Female","15079"
"Male","18522"
"","33601"
"Non Formal Education",""
"Female","5746"
"Male","4250"
"","9996"
"Others",""
"Female","97"
"Male","106"
"","203"
"Post Graduate Equivalent and Above",""
"Female","3975"
"Male","7547"
"","11522"
"Primary Education (1-5 Class)",""
"Female","21065"
"Male","24034"
"","45099"
"Secondary Level (Class 9-10)",""
"Female","12504"
"Male","14979"
"","27483"
"SLC and Equivalent",""
"Female","15445"
"Male","18580"
"","34025"
