"Population by Single Year of Age","Number"
"0",""
"Female","202"
"Male","207"
"1",""
"Female","204"
"Male","201"
"10",""
"Female","281"
"Male","316"
"11",""
"Female","237"
"Male","215"
"12",""
"Female","332"
"Male","307"
"13",""
"Female","234"
"Male","215"
"14",""
"Female","235"
"Male","227"
"15",""
"Female","240"
"Male","224"
"16",""
"Female","216"
"Male","175"
"17",""
"Female","151"
"Male","127"
"18",""
"Female","221"
"Male","187"
"19",""
"Female","149"
"Male","89"
"2",""
"Female","253"
"Male","246"
"20",""
"Female","200"
"Male","122"
"21",""
"Female","126"
"Male","80"
"22",""
"Female","175"
"Male","113"
"23",""
"Female","146"
"Male","73"
"24",""
"Female","163"
"Male","83"
"25",""
"Female","193"
"Male","113"
"26",""
"Female","129"
"Male","88"
"27",""
"Female","82"
"Male","82"
"28",""
"Female","162"
"Male","110"
"29",""
"Female","55"
"Male","48"
"3",""
"Female","259"
"Male","268"
"30",""
"Female","182"
"Male","123"
"31",""
"Female","52"
"Male","50"
"32",""
"Female","138"
"Male","103"
"33",""
"Female","75"
"Male","64"
"34",""
"Female","82"
"Male","54"
"35",""
"Female","174"
"Male","129"
"36",""
"Female","82"
"Male","76"
"37",""
"Female","64"
"Male","55"
"38",""
"Female","111"
"Male","82"
"39",""
"Female","44"
"Male","42"
"4",""
"Female","289"
"Male","275"
"40",""
"Female","191"
"Male","168"
"41",""
"Female","41"
"Male","42"
"42",""
"Female","70"
"Male","87"
"43",""
"Female","44"
"Male","42"
"44",""
"Female","49"
"Male","55"
"45",""
"Female","137"
"Male","108"
"46",""
"Female","64"
"Male","45"
"47",""
"Female","44"
"Male","39"
"48",""
"Female","68"
"Male","67"
"49",""
"Female","41"
"Male","38"
"5",""
"Female","280"
"Male","291"
"50",""
"Female","134"
"Male","123"
"51",""
"Female","33"
"Male","39"
"52",""
"Female","60"
"Male","64"
"53",""
"Female","18"
"Male","34"
"54",""
"Female","26"
"Male","26"
"55",""
"Female","104"
"Male","80"
"56",""
"Female","33"
"Male","55"
"57",""
"Female","22"
"Male","30"
"58",""
"Female","43"
"Male","59"
"59",""
"Female","29"
"Male","20"
"6",""
"Female","255"
"Male","254"
"60",""
"Female","95"
"Male","94"
"61",""
"Female","18"
"Male","22"
"62",""
"Female","40"
"Male","39"
"63",""
"Female","29"
"Male","31"
"64",""
"Female","27"
"Male","29"
"65",""
"Female","91"
"Male","56"
"66",""
"Female","32"
"Male","19"
"67",""
"Female","19"
"Male","18"
"68",""
"Female","31"
"Male","37"
"69",""
"Female","7"
"Male","9"
"7",""
"Female","216"
"Male","230"
"70",""
"Female","71"
"Male","38"
"71",""
"Female","14"
"Male","10"
"72",""
"Female","28"
"Male","27"
"73",""
"Female","13"
"Male","24"
"74",""
"Female","7"
"Male","6"
"75",""
"Female","32"
"Male","28"
"76",""
"Female","5"
"Male","11"
"77",""
"Female","8"
"Male","10"
"78",""
"Female","9"
"Male","12"
"79",""
"Female","2"
"Male","6"
"8",""
"Female","275"
"Male","317"
"80",""
"Female","29"
"Male","15"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","6"
"Male","8"
"83",""
"Female","2"
"Male","6"
"84",""
"Female","2"
"Male","5"
"85",""
"Female","22"
"Male","14"
"9",""
"Female","194"
"Male","205"
