"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","16"
"Bajjika",""
"Female","5"
"Male","24"
"Bangla",""
"Female","75"
"Male","314"
"Bantawa",""
"Female","37"
"Male","38"
"Belhare",""
"Female","5"
"Male","6"
"Bhojpuri",""
"Female","852"
"Male","2531"
"Bhujel",""
"Female","180"
"Male","169"
"Chepang",""
"Female","4"
"Male","14"
"Chhantyal",""
"Female","216"
"Male","172"
"Darai",""
"Female","11"
"Male","16"
"Doteli",""
"Female","10"
"Male","18"
"Dura",""
"Female","61"
"Male","47"
"English",""
"Female","36"
"Male","57"
"Ghale",""
"Female","69"
"Male","71"
"Gurung",""
"Female","24813"
"Male","19026"
"Hindi",""
"Female","723"
"Male","1787"
"Hyolmo/Yholmo",""
"Female","85"
"Male","53"
"Jirel",""
"Female","18"
"Male","12"
"Kham",""
"Female","531"
"Male","465"
"Kulung",""
"Female","4"
"Male","9"
"Kumal",""
"Female","19"
"Male","25"
"Limbu",""
"Female","94"
"Male","118"
"Magar",""
"Female","5040"
"Male","4699"
"Maithili",""
"Female","636"
"Male","1647"
"Nepali",""
"Female","166332"
"Male","151080"
"Newar",""
"Female","4951"
"Male","4734"
"Not Reported",""
"Female","112"
"Male","132"
"Oriya",""
"Female","21"
"Male","70"
"Others",""
"Female","153"
"Male","165"
"Punjabi",""
"Female","6"
"Male","7"
"Rai",""
"Female","446"
"Male","503"
"Rajbanshi",""
"Female","8"
"Male","11"
"Rajsthani",""
"Female","9"
"Male","8"
"Sanskrit",""
"Female","4"
"Male","8"
"Santhali",""
"Female","25"
"Male","24"
"Sherpa",""
"Female","81"
"Male","93"
"Sign Language",""
"Female","15"
"Male","25"
"Sunuwar",""
"Female","15"
"Male","18"
"Tamang",""
"Female","2861"
"Male","2859"
"Thakali",""
"Female","517"
"Male","432"
"Tharu",""
"Female","302"
"Male","714"
"Tibetan",""
"Female","11"
"Male","14"
"Uranw/Urau",""
"Female","4"
"Male","9"
"Urdu",""
"Female","611"
"Male","729"
"Yakkha",""
"Female","5"
"Male","8"
