"Population by Mother tongue","Number"
"Bahing",""
"Female","7"
"Male","12"
"","19"
"Bantawa",""
"Female","11"
"Male","6"
"","17"
"Bhojpuri",""
"Female","6"
"Male","11"
"","17"
"Chamling",""
"Female","8"
"Male","13"
"","21"
"Dumi",""
"Female","11"
"Male","17"
"","28"
"Gurung",""
"Female","11"
"Male","13"
"","24"
"Khaling",""
"Female","112"
"Male","116"
"","228"
"Kulung",""
"Female","144"
"Male","169"
"","313"
"Magar",""
"Female","166"
"Male","172"
"","338"
"Maithili",""
"Female","8"
"Male","26"
"","34"
"Nachhiring",""
"Female","62"
"Male","44"
"","106"
"Nepali",""
"Female","528"
"Male","611"
"","1139"
"Newar",""
"Female","27"
"Male","36"
"","63"
"Not Reported",""
"Female","8"
"Male","28"
"","36"
"Others",""
"Female","24"
"Male","31"
"","55"
"Rai",""
"Female","120"
"Male","117"
"","237"
"Sherpa",""
"Female","2859"
"Male","2589"
"","5448"
"Sunuwar",""
"Female","6"
"Male","9"
"","15"
"Tamang",""
"Female","311"
"Male","376"
"","687"
"Tharu",""
"Female","5"
"Male","17"
"","22"
"Thulung",""
"Female","49"
"Male","57"
"","106"
"Tibetan",""
"Female","13"
"Male","23"
"","36"
