"Population by Caste Ethinicity","Number"
"Bahing",""
"Female","5"
"Male","9"
"","14"
"Bhote",""
"Female","5"
"Male","8"
"","13"
"Brahman - Hill",""
"Female","20"
"Male","60"
"","80"
"Chhetri",""
"Female","91"
"Male","150"
"","241"
"Damai/Dholi",""
"Female","26"
"Male","30"
"","56"
"Gharti/Bhujel",""
"Female","10"
"Male","15"
"","25"
"Gurung",""
"Female","15"
"Male","20"
"","35"
"Kami",""
"Female","151"
"Male","149"
"","300"
"Kulung",""
"Female","38"
"Male","39"
"","77"
"Limbu",""
"Female","6"
"Male","10"
"","16"
"Magar",""
"Female","278"
"Male","277"
"","555"
"Nachhiring",""
"Female","5"
"Male","6"
"","11"
"Newar",""
"Female","47"
"Male","67"
"","114"
"Others",""
"Female","25"
"Male","49"
"","74"
"Rai",""
"Female","523"
"Male","546"
"","1069"
"Sanyasi/Dasnami",""
"Female","8"
"Male","8"
"","16"
"Sarki",""
"Female","10"
"Male","5"
"","15"
"Sherpa",""
"Female","2869"
"Male","2620"
"","5489"
"Sunuwar",""
"Female","5"
"Male","7"
"","12"
"Tamang",""
"Female","354"
"Male","400"
"","754"
"Tharu",""
"Female","5"
"Male","18"
"","23"
