"Population by disability type","Number"
"Blind/low vision",""
"Female","36"
"Male","30"
"","66"
"Deaf/hard of hearing",""
"Female","62"
"Male","46"
"","108"
"Deaf-Blind",""
"Female","7"
"Male","2"
"","9"
"Intellectual disable",""
"Female","15"
"Male","22"
"","37"
"Mental disable",""
"Female","20"
"Male","15"
"","35"
"Multiple disable",""
"Female","16"
"Male","18"
"","34"
"No disability",""
"Female","11480"
"Male","8192"
"","19672"
"Physical",""
"Female","67"
"Male","78"
"","145"
"Speech problem",""
"Female","35"
"Male","49"
"","84"
