"Population by Educational Attainment","Number"
"Beginners",""
"Female","126"
"Male","170"
"","296"
"Graduate and Equivalent",""
"Female","33"
"Male","93"
"","126"
"Intermediate and Equivalent",""
"Female","205"
"Male","225"
"","430"
"Level not Stated",""
"Female","27"
"Male","20"
"","47"
"Lower Secondary (Class 6-8)",""
"Female","2076"
"Male","1467"
"","3543"
"Non Formal Education",""
"Female","371"
"Male","270"
"","641"
"Others",""
"Female","0"
"Male","4"
"","4"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","28"
"","30"
"Primary Education (1-5 Class)",""
"Female","3084"
"Male","2937"
"","6021"
"Secondary Level (Class 9-10)",""
"Female","1015"
"Male","807"
"","1822"
"SLC and Equivalent",""
"Female","533"
"Male","489"
"","1022"
