"Population by Single Year of Age","Number"
"0",""
"Female","172"
"Male","169"
"1",""
"Female","133"
"Male","168"
"10",""
"Female","308"
"Male","249"
"11",""
"Female","247"
"Male","224"
"12",""
"Female","275"
"Male","269"
"13",""
"Female","249"
"Male","235"
"14",""
"Female","227"
"Male","223"
"15",""
"Female","245"
"Male","215"
"16",""
"Female","227"
"Male","216"
"17",""
"Female","228"
"Male","222"
"18",""
"Female","220"
"Male","200"
"19",""
"Female","177"
"Male","128"
"2",""
"Female","142"
"Male","172"
"20",""
"Female","197"
"Male","123"
"21",""
"Female","180"
"Male","84"
"22",""
"Female","207"
"Male","108"
"23",""
"Female","151"
"Male","92"
"24",""
"Female","167"
"Male","88"
"25",""
"Female","208"
"Male","106"
"26",""
"Female","138"
"Male","82"
"27",""
"Female","188"
"Male","114"
"28",""
"Female","153"
"Male","93"
"29",""
"Female","103"
"Male","61"
"3",""
"Female","174"
"Male","184"
"30",""
"Female","177"
"Male","113"
"31",""
"Female","97"
"Male","62"
"32",""
"Female","122"
"Male","77"
"33",""
"Female","93"
"Male","62"
"34",""
"Female","99"
"Male","81"
"35",""
"Female","160"
"Male","103"
"36",""
"Female","91"
"Male","65"
"37",""
"Female","97"
"Male","60"
"38",""
"Female","82"
"Male","75"
"39",""
"Female","88"
"Male","71"
"4",""
"Female","198"
"Male","212"
"40",""
"Female","147"
"Male","102"
"41",""
"Female","85"
"Male","54"
"42",""
"Female","104"
"Male","80"
"43",""
"Female","105"
"Male","75"
"44",""
"Female","67"
"Male","61"
"45",""
"Female","134"
"Male","103"
"46",""
"Female","108"
"Male","63"
"47",""
"Female","99"
"Male","84"
"48",""
"Female","100"
"Male","88"
"49",""
"Female","87"
"Male","67"
"5",""
"Female","231"
"Male","244"
"50",""
"Female","134"
"Male","126"
"51",""
"Female","66"
"Male","75"
"52",""
"Female","95"
"Male","85"
"53",""
"Female","67"
"Male","77"
"54",""
"Female","67"
"Male","69"
"55",""
"Female","82"
"Male","72"
"56",""
"Female","56"
"Male","64"
"57",""
"Female","75"
"Male","72"
"58",""
"Female","54"
"Male","76"
"59",""
"Female","50"
"Male","63"
"6",""
"Female","222"
"Male","222"
"60",""
"Female","101"
"Male","76"
"61",""
"Female","57"
"Male","57"
"62",""
"Female","53"
"Male","51"
"63",""
"Female","43"
"Male","39"
"64",""
"Female","39"
"Male","44"
"65",""
"Female","59"
"Male","61"
"66",""
"Female","39"
"Male","37"
"67",""
"Female","48"
"Male","36"
"68",""
"Female","36"
"Male","43"
"69",""
"Female","25"
"Male","28"
"7",""
"Female","271"
"Male","248"
"70",""
"Female","43"
"Male","37"
"71",""
"Female","18"
"Male","29"
"72",""
"Female","37"
"Male","36"
"73",""
"Female","23"
"Male","29"
"74",""
"Female","24"
"Male","17"
"75",""
"Female","24"
"Male","35"
"76",""
"Female","25"
"Male","15"
"77",""
"Female","27"
"Male","18"
"78",""
"Female","23"
"Male","21"
"79",""
"Female","13"
"Male","7"
"8",""
"Female","242"
"Male","250"
"80",""
"Female","20"
"Male","23"
"81",""
"Female","8"
"Male","9"
"82",""
"Female","5"
"Male","8"
"83",""
"Female","16"
"Male","12"
"84",""
"Female","10"
"Male","12"
"85",""
"Female","40"
"Male","31"
"9",""
"Female","219"
"Male","255"
