"Population by Educational Attainment","Number"
"Beginners",""
"Female","149"
"Male","174"
"","323"
"Graduate and Equivalent",""
"Female","7"
"Male","14"
"","21"
"Intermediate and Equivalent",""
"Female","58"
"Male","117"
"","175"
"Level not Stated",""
"Female","20"
"Male","24"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","487"
"Male","728"
"","1215"
"Non Formal Education",""
"Female","251"
"Male","160"
"","411"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"","2"
"Primary Education (1-5 Class)",""
"Female","1526"
"Male","1758"
"","3284"
"Secondary Level (Class 9-10)",""
"Female","165"
"Male","275"
"","440"
"SLC and Equivalent",""
"Female","89"
"Male","168"
"","257"
