"Population by Educational Attainment","Number"
"Beginners",""
"Female","151"
"Male","155"
"","306"
"Graduate and Equivalent",""
"Female","35"
"Male","117"
"","152"
"Intermediate and Equivalent",""
"Female","218"
"Male","228"
"","446"
"Level not Stated",""
"Female","34"
"Male","21"
"","55"
"Lower Secondary (Class 6-8)",""
"Female","1800"
"Male","1648"
"","3448"
"Non Formal Education",""
"Female","703"
"Male","561"
"","1264"
"Others",""
"Female","6"
"Male","11"
"","17"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","35"
"","39"
"Primary Education (1-5 Class)",""
"Female","3127"
"Male","3273"
"","6400"
"Secondary Level (Class 9-10)",""
"Female","666"
"Male","767"
"","1433"
"SLC and Equivalent",""
"Female","513"
"Male","651"
"","1164"
