"Population by Educational Attainment","Number"
"Beginners",""
"Female","256"
"Male","316"
"","572"
"Graduate and Equivalent",""
"Female","34"
"Male","109"
"","143"
"Intermediate and Equivalent",""
"Female","203"
"Male","236"
"","439"
"Level not Stated",""
"Female","29"
"Male","35"
"","64"
"Lower Secondary (Class 6-8)",""
"Female","2677"
"Male","2051"
"","4728"
"Non Formal Education",""
"Female","626"
"Male","539"
"","1165"
"Others",""
"Female","12"
"Male","11"
"","23"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","36"
"","40"
"Primary Education (1-5 Class)",""
"Female","4671"
"Male","4514"
"","9185"
"Secondary Level (Class 9-10)",""
"Female","1567"
"Male","1203"
"","2770"
"SLC and Equivalent",""
"Female","1223"
"Male","1027"
"","2250"
