"Population by Educational Attainment","Number"
"Beginners",""
"Female","163"
"Male","220"
"","383"
"Graduate and Equivalent",""
"Female","40"
"Male","268"
"","308"
"Intermediate and Equivalent",""
"Female","107"
"Male","562"
"","669"
"Level not Stated",""
"Female","49"
"Male","62"
"","111"
"Lower Secondary (Class 6-8)",""
"Female","1195"
"Male","2636"
"","3831"
"Non Formal Education",""
"Female","16"
"Male","32"
"","48"
"Others",""
"Female","0"
"Male","5"
"","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","32"
"","35"
"Primary Education (1-5 Class)",""
"Female","3377"
"Male","4830"
"","8207"
"Secondary Level (Class 9-10)",""
"Female","426"
"Male","1502"
"","1928"
"SLC and Equivalent",""
"Female","128"
"Male","492"
"","620"
