"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","60"
"Male","55"
"","115"
"Bin",""
"Female","58"
"Male","58"
"","116"
"Brahman - Hill",""
"Female","204"
"Male","217"
"","421"
"Brahman - Tarai",""
"Female","74"
"Male","72"
"","146"
"Chamar/ Harijan/ Ram",""
"Female","979"
"Male","1101"
"","2080"
"Damai/Dholi",""
"Female","31"
"Male","24"
"","55"
"Dhanuk",""
"Female","567"
"Male","649"
"","1216"
"Dhobi",""
"Female","326"
"Male","358"
"","684"
"Dhunia",""
"Female","78"
"Male","75"
"","153"
"Dom",""
"Female","19"
"Male","22"
"","41"
"Dusadh/ Pasawan/ Pasi",""
"Female","340"
"Male","371"
"","711"
"Hajam/Thakur",""
"Female","542"
"Male","566"
"","1108"
"Kahar",""
"Female","21"
"Male","20"
"","41"
"Kalwar",""
"Female","515"
"Male","560"
"","1075"
"Kanu",""
"Female","1094"
"Male","1265"
"","2359"
"Kathabaniyan",""
"Female","480"
"Male","499"
"","979"
"Kayastha",""
"Female","7"
"Male","8"
"","15"
"Kewat",""
"Female","7"
"Male","10"
"","17"
"Koiri/Kushwaha",""
"Female","1556"
"Male","1752"
"","3308"
"Kumal",""
"Female","92"
"Male","87"
"","179"
"Kumhar",""
"Female","294"
"Male","320"
"","614"
"Kurmi",""
"Female","1624"
"Male","1829"
"","3453"
"Lohar",""
"Female","349"
"Male","403"
"","752"
"Mali",""
"Female","32"
"Male","29"
"","61"
"Mallaha",""
"Female","603"
"Male","642"
"","1245"
"Musahar",""
"Female","13"
"Male","8"
"","21"
"Musalman",""
"Female","1684"
"Male","1742"
"","3426"
"Nuniya",""
"Female","791"
"Male","918"
"","1709"
"Others",""
"Female","40"
"Male","9"
"","49"
"Rajput",""
"Female","20"
"Male","14"
"","34"
"Sanyasi/Dasnami",""
"Female","66"
"Male","87"
"","153"
"Sonar",""
"Female","123"
"Male","145"
"","268"
"Tamang",""
"Female","99"
"Male","116"
"","215"
"Tatma/Tatwa",""
"Female","159"
"Male","194"
"","353"
"Teli",""
"Female","2034"
"Male","2167"
"","4201"
"Terai Others",""
"Female","679"
"Male","766"
"","1445"
"Yadav",""
"Female","2923"
"Male","3199"
"","6122"
"Yakkha",""
"Female","356"
"Male","377"
"","733"
