"Population by Caste Ethinicity","Number"
"Badi",""
"Female","167"
"Male","135"
"","302"
"Brahman - Hill",""
"Female","5134"
"Male","4598"
"","9732"
"Brahman - Tarai",""
"Female","11"
"Male","12"
"","23"
"Chhetri",""
"Female","29533"
"Male","24466"
"","53999"
"Dalit Others",""
"Female","155"
"Male","159"
"","314"
"Damai/Dholi",""
"Female","2433"
"Male","2123"
"","4556"
"Dhobi",""
"Female","21"
"Male","17"
"","38"
"Gharti/Bhujel",""
"Female","1738"
"Male","1562"
"","3300"
"Gurung",""
"Female","131"
"Male","121"
"","252"
"Hajam/Thakur",""
"Female","14"
"Male","22"
"","36"
"Halwai",""
"Female","5"
"Male","10"
"","15"
"Hayu",""
"Female","411"
"Male","374"
"","785"
"Hyolmo",""
"Female","591"
"Male","497"
"","1088"
"Jirel",""
"Female","8"
"Male","7"
"","15"
"Kami",""
"Female","3470"
"Male","3044"
"","6514"
"Kathabaniyan",""
"Female","5"
"Male","14"
"","19"
"Khawas",""
"Female","8"
"Male","3"
"","11"
"Kumal",""
"Female","7"
"Male","5"
"","12"
"Magar",""
"Female","12582"
"Male","9877"
"","22459"
"Majhi",""
"Female","3150"
"Male","2856"
"","6006"
"Musalman",""
"Female","6"
"Male","11"
"","17"
"Newar",""
"Female","15776"
"Male","13512"
"","29288"
"Others",""
"Female","238"
"Male","261"
"","499"
"Pahari",""
"Female","393"
"Male","329"
"","722"
"Rai",""
"Female","52"
"Male","40"
"","92"
"Rajput",""
"Female","5"
"Male","6"
"","11"
"Sanyasi/Dasnami",""
"Female","903"
"Male","733"
"","1636"
"Sarki",""
"Female","3269"
"Male","2932"
"","6201"
"Sherpa",""
"Female","2131"
"Male","1830"
"","3961"
"Sonar",""
"Female","3"
"Male","9"
"","12"
"Sudhi",""
"Female","6"
"Male","6"
"","12"
"Sunuwar",""
"Female","4456"
"Male","3954"
"","8410"
"Tamang",""
"Female","21233"
"Male","17495"
"","38728"
"Teli",""
"Female","17"
"Male","35"
"","52"
"Terai Others",""
"Female","48"
"Male","45"
"","93"
"Thakuri",""
"Female","7"
"Male","7"
"","14"
"Thami",""
"Female","1085"
"Male","969"
"","2054"
"Tharu",""
"Female","12"
"Male","61"
"","73"
"Undefined Others",""
"Female","5"
"Male","14"
"","19"
"Yadav",""
"Female","21"
"Male","32"
"","53"
