"Population by Educational Attainment","Number"
"Beginners",""
"Female","141"
"Male","146"
"Graduate and Equivalent",""
"Female","30"
"Male","84"
"Intermediate and Equivalent",""
"Female","327"
"Male","276"
"Level not Stated",""
"Female","66"
"Male","118"
"Lower Secondary (Class 6-8)",""
"Female","1503"
"Male","1706"
"Non Formal Education",""
"Female","443"
"Male","463"
"Others",""
"Female","2"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","28"
"Primary Education (1-5 Class)",""
"Female","3206"
"Male","3780"
"Secondary Level (Class 9-10)",""
"Female","743"
"Male","805"
"SLC and Equivalent",""
"Female","507"
"Male","664"
