"Population by Educational Attainment","Number"
"Beginners",""
"Female","331"
"Male","440"
"","771"
"Graduate and Equivalent",""
"Female","23"
"Male","66"
"","89"
"Intermediate and Equivalent",""
"Female","153"
"Male","169"
"","322"
"Level not Stated",""
"Female","22"
"Male","14"
"","36"
"Lower Secondary (Class 6-8)",""
"Female","1430"
"Male","1181"
"","2611"
"Non Formal Education",""
"Female","209"
"Male","172"
"","381"
"Others",""
"Female","1"
"Male","5"
"","6"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","15"
"","18"
"Primary Education (1-5 Class)",""
"Female","3316"
"Male","3284"
"","6600"
"Secondary Level (Class 9-10)",""
"Female","684"
"Male","616"
"","1300"
"SLC and Equivalent",""
"Female","471"
"Male","456"
"","927"
