"Population by Mother tongue","Number"
"Bahing",""
"Female","20"
"Male","20"
"Bangla",""
"Female","165"
"Male","174"
"Bantawa",""
"Female","270"
"Male","240"
"Bhojpuri",""
"Female","193"
"Male","185"
"Bhujel",""
"Female","1887"
"Male","1719"
"Chamling",""
"Female","98"
"Male","80"
"Danuwar",""
"Female","306"
"Male","269"
"Dhimal",""
"Female","134"
"Male","99"
"Doteli",""
"Female","8"
"Male","5"
"Dumi",""
"Female","6"
"Male","5"
"Dungmali",""
"Female","38"
"Male","34"
"English",""
"Female","5"
"Male","6"
"Gurung",""
"Female","380"
"Male","289"
"Hindi",""
"Female","61"
"Male","52"
"Khaling",""
"Female","24"
"Male","19"
"Kulung",""
"Female","38"
"Male","36"
"Limbu",""
"Female","1128"
"Male","972"
"Lohorung",""
"Female","36"
"Male","27"
"Magar",""
"Female","517"
"Male","451"
"Maithili",""
"Female","1341"
"Male","1433"
"Majhi",""
"Female","14"
"Male","11"
"Mewahang",""
"Female","11"
"Male","10"
"Nepali",""
"Female","25430"
"Male","22007"
"Newar",""
"Female","1328"
"Male","1143"
"Not Reported",""
"Female","86"
"Male","74"
"Others",""
"Female","172"
"Male","149"
"Rai",""
"Female","1292"
"Male","1082"
"Rajbanshi",""
"Female","61"
"Male","59"
"Sampang",""
"Female","24"
"Male","19"
"Sanskrit",""
"Female","6"
"Male","6"
"Santhali",""
"Female","48"
"Male","59"
"Sherpa",""
"Female","40"
"Male","39"
"Sign Language",""
"Female","14"
"Male","14"
"Sunuwar",""
"Female","27"
"Male","24"
"Tamang",""
"Female","1023"
"Male","884"
"Thami",""
"Female","7"
"Male","5"
"Tharu",""
"Female","4845"
"Male","4334"
"Thulung",""
"Female","24"
"Male","23"
"Tilung",""
"Female","25"
"Male","19"
"Uranw/Urau",""
"Female","1034"
"Male","911"
"Urdu",""
"Female","508"
"Male","581"
"Yakkha",""
"Female","55"
"Male","49"
"Yamphu/Yamphe",""
"Female","95"
"Male","77"
