"Population by Educational Attainment","Number"
"Beginners",""
"Female","296"
"Male","432"
"Graduate and Equivalent",""
"Female","53"
"Male","339"
"Intermediate and Equivalent",""
"Female","370"
"Male","862"
"Level not Stated",""
"Female","59"
"Male","70"
"Lower Secondary (Class 6-8)",""
"Female","1147"
"Male","2237"
"Non Formal Education",""
"Female","64"
"Male","136"
"Others",""
"Female","49"
"Male","37"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","57"
"Primary Education (1-5 Class)",""
"Female","3657"
"Male","5043"
"Secondary Level (Class 9-10)",""
"Female","418"
"Male","1207"
"SLC and Equivalent",""
"Female","388"
"Male","1260"
