"Population by Single Year of Age","Number"
"0",""
"Female","360"
"Male","317"
"1",""
"Female","259"
"Male","278"
"10",""
"Female","369"
"Male","361"
"11",""
"Female","232"
"Male","246"
"12",""
"Female","377"
"Male","390"
"13",""
"Female","261"
"Male","280"
"14",""
"Female","267"
"Male","261"
"15",""
"Female","306"
"Male","266"
"16",""
"Female","246"
"Male","227"
"17",""
"Female","141"
"Male","135"
"18",""
"Female","298"
"Male","263"
"19",""
"Female","140"
"Male","120"
"2",""
"Female","361"
"Male","369"
"20",""
"Female","212"
"Male","175"
"21",""
"Female","165"
"Male","126"
"22",""
"Female","193"
"Male","187"
"23",""
"Female","126"
"Male","115"
"24",""
"Female","136"
"Male","117"
"25",""
"Female","268"
"Male","204"
"26",""
"Female","141"
"Male","115"
"27",""
"Female","100"
"Male","71"
"28",""
"Female","186"
"Male","146"
"29",""
"Female","59"
"Male","59"
"3",""
"Female","433"
"Male","410"
"30",""
"Female","284"
"Male","215"
"31",""
"Female","47"
"Male","55"
"32",""
"Female","133"
"Male","100"
"33",""
"Female","50"
"Male","60"
"34",""
"Female","64"
"Male","60"
"35",""
"Female","318"
"Male","272"
"36",""
"Female","90"
"Male","82"
"37",""
"Female","47"
"Male","44"
"38",""
"Female","87"
"Male","120"
"39",""
"Female","35"
"Male","44"
"4",""
"Female","441"
"Male","417"
"40",""
"Female","286"
"Male","274"
"41",""
"Female","37"
"Male","46"
"42",""
"Female","63"
"Male","78"
"43",""
"Female","47"
"Male","41"
"44",""
"Female","30"
"Male","42"
"45",""
"Female","222"
"Male","232"
"46",""
"Female","46"
"Male","65"
"47",""
"Female","24"
"Male","40"
"48",""
"Female","70"
"Male","85"
"49",""
"Female","41"
"Male","45"
"5",""
"Female","399"
"Male","363"
"50",""
"Female","148"
"Male","187"
"51",""
"Female","22"
"Male","46"
"52",""
"Female","31"
"Male","63"
"53",""
"Female","15"
"Male","29"
"54",""
"Female","12"
"Male","22"
"55",""
"Female","121"
"Male","154"
"56",""
"Female","17"
"Male","44"
"57",""
"Female","13"
"Male","23"
"58",""
"Female","40"
"Male","44"
"59",""
"Female","17"
"Male","36"
"6",""
"Female","376"
"Male","419"
"60",""
"Female","149"
"Male","150"
"61",""
"Female","27"
"Male","35"
"62",""
"Female","54"
"Male","46"
"63",""
"Female","26"
"Male","27"
"64",""
"Female","17"
"Male","10"
"65",""
"Female","101"
"Male","96"
"66",""
"Female","14"
"Male","18"
"67",""
"Female","16"
"Male","15"
"68",""
"Female","16"
"Male","28"
"69",""
"Female","7"
"Male","13"
"7",""
"Female","362"
"Male","345"
"70",""
"Female","67"
"Male","55"
"71",""
"Female","9"
"Male","7"
"72",""
"Female","6"
"Male","14"
"73",""
"Female","4"
"Male","5"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","21"
"Male","20"
"76",""
"Female","2"
"Male","6"
"77",""
"Female","0"
"Male","2"
"78",""
"Female","3"
"Male","7"
"79",""
"Female","2"
"Male","1"
"8",""
"Female","395"
"Male","393"
"80",""
"Female","7"
"Male","8"
"81",""
"Female","0"
"Male","3"
"82",""
"Female","1"
"Male","5"
"83",""
"Female","0"
"Male","6"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","6"
"Male","7"
"9",""
"Female","368"
"Male","328"
