"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","19"
"Male","24"
"Bin",""
"Female","212"
"Male","239"
"Brahman - Hill",""
"Female","75"
"Male","73"
"Brahman - Tarai",""
"Female","15"
"Male","18"
"Chamar/ Harijan/ Ram",""
"Female","756"
"Male","815"
"Chhetri",""
"Female","16"
"Male","17"
"Dhobi",""
"Female","173"
"Male","191"
"Dhunia",""
"Female","44"
"Male","39"
"Dom",""
"Female","27"
"Male","32"
"Dusadh/ Pasawan/ Pasi",""
"Female","335"
"Male","369"
"Foreigner",""
"Female","5"
"Male","6"
"Hajam/Thakur",""
"Female","185"
"Male","196"
"Kalwar",""
"Female","226"
"Male","271"
"Kanu",""
"Female","362"
"Male","388"
"Kathabaniyan",""
"Female","81"
"Male","95"
"Kayastha",""
"Female","18"
"Male","23"
"Koiri/Kushwaha",""
"Female","133"
"Male","141"
"Kumal",""
"Female","152"
"Male","137"
"Kumhar",""
"Female","519"
"Male","553"
"Lohar",""
"Female","281"
"Male","292"
"Mali",""
"Female","27"
"Male","33"
"Mallaha",""
"Female","329"
"Male","364"
"Musahar",""
"Female","11"
"Male","11"
"Musalman",""
"Female","2852"
"Male","2944"
"Newar",""
"Female","15"
"Male","7"
"Nuniya",""
"Female","53"
"Male","66"
"Others",""
"Female","36"
"Male","13"
"Rajbhar",""
"Female","176"
"Male","196"
"Rajput",""
"Female","63"
"Male","76"
"Sanyasi/Dasnami",""
"Female","75"
"Male","63"
"Sonar",""
"Female","64"
"Male","82"
"Tatma/Tatwa",""
"Female","278"
"Male","313"
"Teli",""
"Female","399"
"Male","418"
"Terai Others",""
"Female","325"
"Male","370"
"Undefined Others",""
"Female","18"
"Male","20"
"Yadav",""
"Female","5902"
"Male","6385"
