"Population by Educational Attainment","Number"
"Beginners",""
"Female","576"
"Male","638"
"","1214"
"Graduate and Equivalent",""
"Female","19"
"Male","93"
"","112"
"Intermediate and Equivalent",""
"Female","160"
"Male","235"
"","395"
"Level not Stated",""
"Female","40"
"Male","41"
"","81"
"Lower Secondary (Class 6-8)",""
"Female","1735"
"Male","1430"
"","3165"
"Non Formal Education",""
"Female","1118"
"Male","580"
"","1698"
"Others",""
"Female","8"
"Male","4"
"","12"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","27"
"","34"
"Primary Education (1-5 Class)",""
"Female","5240"
"Male","4596"
"","9836"
"Secondary Level (Class 9-10)",""
"Female","498"
"Male","536"
"","1034"
"SLC and Equivalent",""
"Female","314"
"Male","417"
"","731"
