"Population by Educational Attainment","Number"
"Beginners",""
"Female","183"
"Male","187"
"","370"
"Graduate and Equivalent",""
"Female","6"
"Male","30"
"","36"
"Intermediate and Equivalent",""
"Female","97"
"Male","142"
"","239"
"Level not Stated",""
"Female","81"
"Male","68"
"","149"
"Lower Secondary (Class 6-8)",""
"Female","638"
"Male","859"
"","1497"
"Non Formal Education",""
"Female","98"
"Male","116"
"","214"
"Others",""
"Female","3"
"Male","7"
"","10"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"","2"
"Primary Education (1-5 Class)",""
"Female","1830"
"Male","2103"
"","3933"
"Secondary Level (Class 9-10)",""
"Female","235"
"Male","379"
"","614"
"SLC and Equivalent",""
"Female","122"
"Male","255"
"","377"
