"Population by Single Year of Age","Number"
"0",""
"Female","143"
"Male","143"
"1",""
"Female","156"
"Male","163"
"10",""
"Female","229"
"Male","257"
"11",""
"Female","220"
"Male","193"
"12",""
"Female","226"
"Male","246"
"13",""
"Female","218"
"Male","250"
"14",""
"Female","255"
"Male","243"
"15",""
"Female","236"
"Male","256"
"16",""
"Female","250"
"Male","232"
"17",""
"Female","266"
"Male","226"
"18",""
"Female","279"
"Male","271"
"19",""
"Female","176"
"Male","177"
"2",""
"Female","163"
"Male","144"
"20",""
"Female","208"
"Male","160"
"21",""
"Female","163"
"Male","127"
"22",""
"Female","193"
"Male","126"
"23",""
"Female","198"
"Male","111"
"24",""
"Female","155"
"Male","113"
"25",""
"Female","172"
"Male","109"
"26",""
"Female","167"
"Male","109"
"27",""
"Female","120"
"Male","87"
"28",""
"Female","152"
"Male","96"
"29",""
"Female","82"
"Male","82"
"3",""
"Female","190"
"Male","197"
"30",""
"Female","192"
"Male","128"
"31",""
"Female","85"
"Male","83"
"32",""
"Female","98"
"Male","84"
"33",""
"Female","83"
"Male","64"
"34",""
"Female","101"
"Male","78"
"35",""
"Female","138"
"Male","83"
"36",""
"Female","98"
"Male","66"
"37",""
"Female","100"
"Male","64"
"38",""
"Female","100"
"Male","76"
"39",""
"Female","74"
"Male","73"
"4",""
"Female","216"
"Male","231"
"40",""
"Female","173"
"Male","125"
"41",""
"Female","84"
"Male","69"
"42",""
"Female","102"
"Male","92"
"43",""
"Female","96"
"Male","70"
"44",""
"Female","82"
"Male","67"
"45",""
"Female","102"
"Male","99"
"46",""
"Female","95"
"Male","86"
"47",""
"Female","70"
"Male","63"
"48",""
"Female","94"
"Male","92"
"49",""
"Female","99"
"Male","80"
"5",""
"Female","229"
"Male","219"
"50",""
"Female","141"
"Male","121"
"51",""
"Female","69"
"Male","84"
"52",""
"Female","74"
"Male","111"
"53",""
"Female","89"
"Male","71"
"54",""
"Female","65"
"Male","70"
"55",""
"Female","69"
"Male","78"
"56",""
"Female","78"
"Male","64"
"57",""
"Female","55"
"Male","62"
"58",""
"Female","70"
"Male","80"
"59",""
"Female","40"
"Male","61"
"6",""
"Female","233"
"Male","253"
"60",""
"Female","71"
"Male","72"
"61",""
"Female","40"
"Male","51"
"62",""
"Female","48"
"Male","47"
"63",""
"Female","47"
"Male","29"
"64",""
"Female","40"
"Male","44"
"65",""
"Female","46"
"Male","51"
"66",""
"Female","31"
"Male","26"
"67",""
"Female","35"
"Male","38"
"68",""
"Female","43"
"Male","43"
"69",""
"Female","23"
"Male","27"
"7",""
"Female","247"
"Male","239"
"70",""
"Female","52"
"Male","42"
"71",""
"Female","22"
"Male","30"
"72",""
"Female","29"
"Male","35"
"73",""
"Female","25"
"Male","28"
"74",""
"Female","25"
"Male","27"
"75",""
"Female","30"
"Male","37"
"76",""
"Female","21"
"Male","29"
"77",""
"Female","16"
"Male","20"
"78",""
"Female","28"
"Male","27"
"79",""
"Female","8"
"Male","10"
"8",""
"Female","248"
"Male","242"
"80",""
"Female","19"
"Male","25"
"81",""
"Female","5"
"Male","14"
"82",""
"Female","6"
"Male","9"
"83",""
"Female","14"
"Male","12"
"84",""
"Female","14"
"Male","9"
"85",""
"Female","28"
"Male","31"
"9",""
"Female","208"
"Male","214"
