"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","220"
"Male","161"
"Bote",""
"Female","393"
"Male","299"
"Brahman - Hill",""
"Female","40234"
"Male","30380"
"Chepang /Praja",""
"Female","1"
"Male","19"
"Chhantyal/Chhantel",""
"Female","230"
"Male","146"
"Chhetri",""
"Female","36242"
"Male","26601"
"Dalit Others",""
"Female","16"
"Male","14"
"Damai/Dholi",""
"Female","5921"
"Male","4392"
"Foreigner",""
"Female","39"
"Male","22"
"Gaine",""
"Female","173"
"Male","148"
"Gharti/Bhujel",""
"Female","1572"
"Male","1235"
"Gurung",""
"Female","1087"
"Male","837"
"Kalwar",""
"Female","55"
"Male","46"
"Kami",""
"Female","18994"
"Male","14415"
"Kathabaniyan",""
"Female","4"
"Male","7"
"Khawas",""
"Female","20"
"Male","18"
"Kumal",""
"Female","4737"
"Male","3933"
"Magar",""
"Female","32951"
"Male","24918"
"Majhi",""
"Female","8"
"Male","18"
"Mali",""
"Female","56"
"Male","35"
"Musalman",""
"Female","199"
"Male","229"
"Newar",""
"Female","2692"
"Male","2248"
"Others",""
"Female","250"
"Male","250"
"Rai",""
"Female","8"
"Male","7"
"Sanyasi/Dasnami",""
"Female","3083"
"Male","2282"
"Sarki",""
"Female","7746"
"Male","5687"
"Sonar",""
"Female","12"
"Male","8"
"Sunuwar",""
"Female","74"
"Male","60"
"Tamang",""
"Female","44"
"Male","30"
"Terai Others",""
"Female","96"
"Male","70"
"Thakali",""
"Female","69"
"Male","48"
"Thakuri",""
"Female","1743"
"Male","1323"
"Tharu",""
"Female","44"
"Male","72"
"Undefined Others",""
"Female","6"
"Male","7"
"Yakkha",""
"Female","7"
"Male","14"
