"Population by Educational Attainment","Number"
"Beginners",""
"Female","4489"
"Male","5314"
"Graduate and Equivalent",""
"Female","572"
"Male","1397"
"Intermediate and Equivalent",""
"Female","2970"
"Male","3200"
"Level not Stated",""
"Female","218"
"Male","186"
"Lower Secondary (Class 6-8)",""
"Female","22145"
"Male","17521"
"Non Formal Education",""
"Female","6783"
"Male","5131"
"Others",""
"Female","27"
"Male","38"
"Post Graduate Equivalent and Above",""
"Female","73"
"Male","594"
"Primary Education (1-5 Class)",""
"Female","39375"
"Male","37105"
"Secondary Level (Class 9-10)",""
"Female","11663"
"Male","9442"
"SLC and Equivalent",""
"Female","9975"
"Male","8499"
