"Population by disability type","Number"
"Blind/low vision",""
"Female","62"
"Male","64"
"","126"
"Deaf/hard of hearing",""
"Female","29"
"Male","19"
"","48"
"Deaf-Blind",""
"Female","5"
"Male","5"
"","10"
"Intellectual disable",""
"Female","7"
"Male","13"
"","20"
"Mental disable",""
"Female","14"
"Male","12"
"","26"
"Multiple disable",""
"Female","5"
"Male","4"
"","9"
"No disability",""
"Female","16873"
"Male","16474"
"","33347"
"Physical",""
"Female","37"
"Male","105"
"","142"
"Speech problem",""
"Female","20"
"Male","43"
"","63"
