"Population by Educational Attainment","Number"
"Beginners",""
"Female","444"
"Male","517"
"","961"
"Graduate and Equivalent",""
"Female","6"
"Male","40"
"","46"
"Intermediate and Equivalent",""
"Female","43"
"Male","82"
"","125"
"Level not Stated",""
"Female","12"
"Male","15"
"","27"
"Lower Secondary (Class 6-8)",""
"Female","817"
"Male","855"
"","1672"
"Non Formal Education",""
"Female","179"
"Male","246"
"","425"
"Others",""
"Female","2"
"Male","11"
"","13"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","5"
"","8"
"Primary Education (1-5 Class)",""
"Female","3153"
"Male","4125"
"","7278"
"Secondary Level (Class 9-10)",""
"Female","188"
"Male","217"
"","405"
"SLC and Equivalent",""
"Female","117"
"Male","181"
"","298"
