"Population by disability type","Number"
"Blind/low vision",""
"Female","184"
"Male","171"
"","355"
"Deaf/hard of hearing",""
"Female","42"
"Male","77"
"","119"
"Deaf-Blind",""
"Female","5"
"Male","10"
"","15"
"Intellectual disable",""
"Female","12"
"Male","11"
"","23"
"Mental disable",""
"Female","21"
"Male","37"
"","58"
"Multiple disable",""
"Female","33"
"Male","40"
"","73"
"No disability",""
"Female","18660"
"Male","19067"
"","37727"
"Physical",""
"Female","124"
"Male","170"
"","294"
"Speech problem",""
"Female","29"
"Male","54"
"","83"
