"Population by Educational Attainment","Number"
"Beginners",""
"Female","207"
"Male","261"
"","468"
"Graduate and Equivalent",""
"Female","21"
"Male","149"
"","170"
"Intermediate and Equivalent",""
"Female","133"
"Male","463"
"","596"
"Level not Stated",""
"Female","36"
"Male","40"
"","76"
"Lower Secondary (Class 6-8)",""
"Female","762"
"Male","1756"
"","2518"
"Non Formal Education",""
"Female","29"
"Male","60"
"","89"
"Others",""
"Female","7"
"Male","14"
"","21"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","43"
"","44"
"Primary Education (1-5 Class)",""
"Female","2948"
"Male","4161"
"","7109"
"Secondary Level (Class 9-10)",""
"Female","274"
"Male","794"
"","1068"
"SLC and Equivalent",""
"Female","270"
"Male","834"
"","1104"
