"Population by Educational Attainment","Number"
"Beginners",""
"Female","137"
"Male","161"
"Graduate and Equivalent",""
"Female","16"
"Male","63"
"Intermediate and Equivalent",""
"Female","166"
"Male","192"
"Level not Stated",""
"Female","108"
"Male","160"
"Lower Secondary (Class 6-8)",""
"Female","1004"
"Male","1106"
"Non Formal Education",""
"Female","310"
"Male","381"
"Others",""
"Female","0"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","4"
"Primary Education (1-5 Class)",""
"Female","1567"
"Male","1912"
"Secondary Level (Class 9-10)",""
"Female","532"
"Male","601"
"SLC and Equivalent",""
"Female","315"
"Male","368"
